counterparty,description,action,time,base_currency,reporting_dispute_amount,dispute_age,dispute_amount,agreement_id,event_id,rescued_data,reporting_date
SWISS LIFE AG,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,23000.0,15,23000.0,3473,362725,,2026-06-24
DEUTSCHE BANK A.G.,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,137000.0,8,137000.0,1391,382533,,2026-06-24
BIMCOR INC,Late notice,Under Investigation,2026-06-24 09:30:00,USD,745000.0,3,745000.0,3680,389453,,2026-06-24
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-06-17 09:30:00,USD,342000.0,3,342000.0,9563,384795,,2026-06-17
BANCO HABITAT,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,346000.0,5,346000.0,4611,359975,,2026-06-17
MORGAN STANLEY INTL,Recon break,Pending Review,2026-06-10 09:30:00,USD,134000.0,15,134000.0,5969,396472,,2026-06-10
BANCO HABITAT,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,690000.0,15,690000.0,5321,383453,,2026-06-03
SWISS LIFE AG,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,880000.0,5,880000.0,9173,391573,,2026-06-17
CITIBANK NA,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,662000.0,5,662000.0,6761,346769,,2026-06-10
BANK OF NOVA SCOTIA,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,723000.0,8,723000.0,1822,364368,,2026-06-17
CENTRAL 1 CREDIT UNION,Recon break,Under Investigation,2026-07-01 09:30:00,USD,766000.0,5,766000.0,3137,340762,,2026-07-01
BIMCOR INC,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,48000.0,15,48000.0,8110,359846,,2026-06-24
BANK OF NOVA SCOTIA,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,111000.0,3,111000.0,2192,399827,,2026-06-03
BANK OF NOVA SCOTIA,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,550000.0,8,550000.0,1705,363461,,2026-06-03
BANCO HABITAT,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,848000.0,8,848000.0,7312,386767,,2026-06-17
INVESTEC BANK LIMITED,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,272000.0,15,272000.0,5329,389936,,2026-06-24
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,297000.0,3,297000.0,4759,375468,,2026-07-01
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-06-17 09:30:00,USD,338000.0,1,338000.0,3512,351383,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,99000.0,1,99000.0,6923,372301,,2026-06-03
DEUTSCHE BANK A.G.,Late notice,Pending Review,2026-06-17 09:30:00,USD,374000.0,8,374000.0,5955,512809,,2026-06-17
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-10 09:30:00,USD,251000.0,3,251000.0,1793,384679,,2026-06-10
INVESTEC BANK LIMITED,Recon break,Resolved,2026-06-17 09:30:00,USD,201000.0,5,201000.0,1323,362984,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,212000.0,8,212000.0,6324,367342,,2026-07-01
MORGAN STANLEY INTL,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,414000.0,1,414000.0,5858,349431,,2026-07-01
BANK OF NOVA SCOTIA,Recon break,Resolved,2026-07-01 09:30:00,USD,321000.0,5,321000.0,6708,355351,,2026-07-01
DEUTSCHE BANK A.G.,Recon break,Under Investigation,2026-06-24 09:30:00,USD,392000.0,1,392000.0,7941,375368,,2026-06-24
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,343000.0,1,343000.0,9213,363782,,2026-06-17
BANCO HABITAT,Late notice,Under Investigation,2026-07-01 09:30:00,USD,592000.0,1,592000.0,4108,351062,,2026-07-01
INVESTEC BANK LIMITED,Late notice,Resolved,2026-06-10 09:30:00,USD,690000.0,5,690000.0,2716,399409,,2026-06-10
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-17 09:30:00,USD,842000.0,5,842000.0,1953,501598,,2026-06-17
BANK OF NOVA SCOTIA,Late notice,Resolved,2026-06-24 09:30:00,USD,818000.0,1,818000.0,8624,381359,,2026-06-24
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-10 09:30:00,USD,151000.0,3,151000.0,7066,394256,,2026-06-10
BANK OF NOVA SCOTIA,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,70000.0,3,70000.0,8469,388582,,2026-06-10
INVESTEC BANK LIMITED,Recon break,Under Investigation,2026-06-03 09:30:00,USD,294000.0,1,294000.0,8449,353299,,2026-06-03
INVESTEC BANK LIMITED,Late notice,Pending Review,2026-06-17 09:30:00,USD,110000.0,15,110000.0,9232,348652,,2026-06-17
MORGAN STANLEY INTL,Recon break,Resolved,2026-06-10 09:30:00,USD,111000.0,15,111000.0,4736,353790,,2026-06-10
MORGAN STANLEY INTL,Recon break,Pending Review,2026-06-24 09:30:00,USD,875000.0,15,875000.0,5992,361289,,2026-06-24
BANCO HABITAT,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,153000.0,15,153000.0,3940,369555,,2026-07-01
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,795000.0,15,795000.0,9204,349862,,2026-06-17
MORGAN STANLEY INTL,Recon break,Resolved,2026-06-10 09:30:00,USD,733000.0,8,733000.0,6204,342417,,2026-06-10
CENTRAL 1 CREDIT UNION,Late notice,Pending Review,2026-06-24 09:30:00,USD,261000.0,3,261000.0,5534,380893,,2026-06-24
BANK OF NOVA SCOTIA,Recon break,Pending Review,2026-06-17 09:30:00,USD,309000.0,8,309000.0,5963,365759,,2026-06-17
BANCO HABITAT,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,181000.0,15,181000.0,7759,347842,,2026-07-01
DEUTSCHE BANK A.G.,Recon break,Under Investigation,2026-07-01 09:30:00,USD,114000.0,3,114000.0,9860,373229,,2026-07-01
DEUTSCHE BANK A.G.,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,877000.0,1,877000.0,9962,396774,,2026-06-17
BIMCOR INC,Recon break,Resolved,2026-06-03 09:30:00,USD,401000.0,8,401000.0,5969,366609,,2026-06-03
CENTRAL 1 CREDIT UNION,Late notice,Resolved,2026-06-17 09:30:00,USD,611000.0,15,611000.0,4448,540545,,2026-06-17
CITIBANK NA,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,522000.0,15,522000.0,1939,370236,,2026-06-03
SWISS LIFE AG,Recon break,Pending Review,2026-06-17 09:30:00,USD,701000.0,1,701000.0,7183,348513,,2026-06-17
BIMCOR INC,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,735000.0,5,735000.0,1704,348244,,2026-07-01
BANCO HABITAT,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,384000.0,3,384000.0,5334,357938,,2026-06-03
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Under Investigation,2026-07-01 09:30:00,USD,749000.0,15,749000.0,6069,346068,,2026-07-01
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-17 09:30:00,USD,750000.0,1,750000.0,3571,382473,,2026-06-17
MORGAN STANLEY INTL,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,674000.0,3,674000.0,8357,397096,,2026-06-17
BANCO HABITAT,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,770000.0,5,770000.0,3457,382806,,2026-06-17
BIMCOR INC,Late notice,Resolved,2026-07-01 09:30:00,USD,752000.0,5,752000.0,2211,546866,,2026-07-01
MORGAN STANLEY INTL,Recon break,Resolved,2026-06-10 09:30:00,USD,21000.0,3,21000.0,2828,357397,,2026-06-10
MORGAN STANLEY INTL,Recon break,Pending Review,2026-07-01 09:30:00,USD,888000.0,5,888000.0,1239,370858,,2026-07-01
BANCO HABITAT,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,830000.0,8,830000.0,6052,358856,,2026-07-01
BANCO HABITAT,Late notice,Under Investigation,2026-06-17 09:30:00,USD,700000.0,8,700000.0,5808,393964,,2026-06-17
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-24 09:30:00,USD,836000.0,1,836000.0,9957,386129,,2026-06-24
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,663000.0,1,663000.0,1862,561908,,2026-06-03
BIMCOR INC,Late notice,Resolved,2026-06-17 09:30:00,USD,489000.0,15,489000.0,2595,366922,,2026-06-17
CITIBANK NA,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,751000.0,8,751000.0,3805,343524,,2026-06-24
BIMCOR INC,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,605000.0,3,605000.0,9430,355036,,2026-06-24
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,700000.0,5,700000.0,9797,382429,,2026-06-10
MORGAN STANLEY INTL,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,303000.0,5,303000.0,8527,371097,,2026-06-17
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-17 09:30:00,USD,465000.0,1,465000.0,3532,380619,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Resolved,2026-06-24 09:30:00,USD,230000.0,8,230000.0,3479,388039,,2026-06-24
BANCO HABITAT,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,349000.0,1,349000.0,5766,390374,,2026-06-10
BANCO HABITAT,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,387000.0,3,387000.0,7342,381533,,2026-06-17
BANK OF NOVA SCOTIA,Late notice,Under Investigation,2026-06-17 09:30:00,USD,621000.0,5,621000.0,1435,386505,,2026-06-17
BANCO HABITAT,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,10000.0,15,10000.0,4477,351082,,2026-06-10
BANCO HABITAT,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,299000.0,15,299000.0,9560,347141,,2026-06-03
DEUTSCHE BANK A.G.,Late notice,Resolved,2026-07-01 09:30:00,USD,870000.0,3,870000.0,5251,350439,,2026-07-01
MORGAN STANLEY INTL,Late notice,Pending Review,2026-07-01 09:30:00,USD,237000.0,8,237000.0,1232,389677,,2026-07-01
INVESTEC BANK LIMITED,Late notice,Resolved,2026-06-10 09:30:00,USD,750000.0,5,750000.0,4555,365430,,2026-06-10
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-06-03 09:30:00,USD,172000.0,15,172000.0,5628,381835,,2026-06-03
BANK OF NOVA SCOTIA,Late notice,Pending Review,2026-06-17 09:30:00,USD,554000.0,8,554000.0,6694,388549,,2026-06-17
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-06-10 09:30:00,USD,403000.0,1,403000.0,2644,352564,,2026-06-10
MORGAN STANLEY INTL,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,86000.0,8,86000.0,4055,340127,,2026-06-10
CITIBANK NA,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,899000.0,1,899000.0,1273,384167,,2026-06-03
BANCO HABITAT,Recon break,Under Investigation,2026-06-03 09:30:00,USD,680000.0,3,680000.0,3537,520506,,2026-06-03
BIMCOR INC,Recon break,Under Investigation,2026-06-17 09:30:00,USD,481000.0,3,481000.0,6531,357001,,2026-06-17
SWISS LIFE AG,Late notice,Under Investigation,2026-06-10 09:30:00,USD,607000.0,1,607000.0,2326,381257,,2026-06-10
BANCO HABITAT,Recon break,Resolved,2026-06-24 09:30:00,USD,816000.0,8,816000.0,8102,352184,,2026-06-24
CITIBANK NA,Late notice,Pending Review,2026-06-03 09:30:00,USD,305000.0,1,305000.0,5193,374033,,2026-06-03
SWISS LIFE AG,Recon break,Under Investigation,2026-06-03 09:30:00,USD,859000.0,8,859000.0,4423,378387,,2026-06-03
BIMCOR INC,Late notice,Under Investigation,2026-06-10 09:30:00,USD,250000.0,8,250000.0,3226,346529,,2026-06-10
CENTRAL 1 CREDIT UNION,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,30000.0,15,30000.0,5073,368474,,2026-06-10
BIMCOR INC,Recon break,Pending Review,2026-06-17 09:30:00,USD,218000.0,15,218000.0,2209,547979,,2026-06-17
CENTRAL 1 CREDIT UNION,Late notice,Pending Review,2026-06-10 09:30:00,USD,897000.0,1,897000.0,2301,389403,,2026-06-10
CITIBANK NA,Recon break,Resolved,2026-06-03 09:30:00,USD,702000.0,5,702000.0,7622,518825,,2026-06-03
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-17 09:30:00,USD,624000.0,3,624000.0,1864,393296,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,185000.0,5,185000.0,3885,389753,,2026-06-10
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-06-10 09:30:00,USD,275000.0,5,275000.0,8812,396572,,2026-06-10
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-06-17 09:30:00,USD,274000.0,1,274000.0,1450,381207,,2026-06-17
CENTRAL 1 CREDIT UNION,Late notice,Resolved,2026-06-03 09:30:00,USD,441000.0,15,441000.0,3530,351165,,2026-06-03
BANCO HABITAT,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,619000.0,5,619000.0,8238,399019,,2026-06-10
CITIBANK NA,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,625000.0,8,625000.0,1559,382859,,2026-06-03
BANCO HABITAT,Valuation dispute,Resolved,2026-06-17 09:30:00,USD,223000.0,8,223000.0,3484,399771,,2026-06-17
MORGAN STANLEY INTL,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,255000.0,1,255000.0,6818,397794,,2026-07-01
BANK OF NOVA SCOTIA,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,144000.0,8,144000.0,6349,340119,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Resolved,2026-06-24 09:30:00,USD,290000.0,3,290000.0,1925,346823,,2026-06-24
BIMCOR INC,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,443000.0,15,443000.0,3673,545038,,2026-06-03
BIMCOR INC,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,64000.0,8,64000.0,8607,366042,,2026-06-10
SWISS LIFE AG,MTM discrepancy,Resolved,2026-07-01 09:30:00,USD,502000.0,15,502000.0,5631,381108,,2026-07-01
SWISS LIFE AG,Late notice,Pending Review,2026-06-10 09:30:00,USD,71000.0,8,71000.0,8922,364565,,2026-06-10
CENTRAL 1 CREDIT UNION,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,539000.0,3,539000.0,1920,379480,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Valuation dispute,Resolved,2026-06-24 09:30:00,USD,90000.0,3,90000.0,9987,378296,,2026-06-24
BANK OF NOVA SCOTIA,Late notice,Under Investigation,2026-06-17 09:30:00,USD,613000.0,15,613000.0,7487,376313,,2026-06-17
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-03 09:30:00,USD,719000.0,5,719000.0,6924,386660,,2026-06-03
SWISS LIFE AG,Late notice,Pending Review,2026-06-17 09:30:00,USD,155000.0,1,155000.0,2635,393955,,2026-06-17
BANK OF NOVA SCOTIA,Valuation dispute,Pending Review,2026-06-17 09:30:00,USD,454000.0,5,454000.0,9460,386412,,2026-06-17
BANK OF NOVA SCOTIA,Late notice,Resolved,2026-07-01 09:30:00,USD,550000.0,8,550000.0,3816,389999,,2026-07-01
CITIBANK NA,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,656000.0,1,656000.0,7044,364716,,2026-06-10
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,137000.0,1,137000.0,9573,379803,,2026-06-03
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Under Investigation,2026-07-01 09:30:00,USD,303000.0,5,303000.0,5785,370861,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Resolved,2026-06-24 09:30:00,USD,863000.0,8,863000.0,8084,375059,,2026-06-24
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-24 09:30:00,USD,208000.0,1,208000.0,7898,399969,,2026-06-24
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,667000.0,1,667000.0,9956,373238,,2026-06-10
CENTRAL 1 CREDIT UNION,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,879000.0,15,879000.0,1065,344464,,2026-06-24
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Pending Review,2026-06-24 09:30:00,USD,596000.0,8,596000.0,6867,345006,,2026-06-24
INVESTEC BANK LIMITED,Late notice,Resolved,2026-06-17 09:30:00,USD,778000.0,8,778000.0,5584,352873,,2026-06-17
SWISS LIFE AG,Recon break,Resolved,2026-06-17 09:30:00,USD,601000.0,1,601000.0,9572,377891,,2026-06-17
MORGAN STANLEY INTL,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,409000.0,15,409000.0,9270,360174,,2026-06-03
SWISS LIFE AG,Valuation dispute,Resolved,2026-06-17 09:30:00,USD,872000.0,15,872000.0,8021,344642,,2026-06-17
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-06-03 09:30:00,USD,51000.0,8,51000.0,8814,361044,,2026-06-03
BANK OF NOVA SCOTIA,MTM discrepancy,Resolved,2026-07-01 09:30:00,USD,389000.0,3,389000.0,2385,355274,,2026-07-01
BIMCOR INC,Recon break,Under Investigation,2026-06-03 09:30:00,USD,621000.0,8,621000.0,7734,346454,,2026-06-03
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,516000.0,8,516000.0,9831,361070,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,284000.0,8,284000.0,3649,351730,,2026-06-03
DEUTSCHE BANK A.G.,Recon break,Resolved,2026-06-03 09:30:00,USD,555000.0,8,555000.0,2362,382630,,2026-06-03
BANK OF NOVA SCOTIA,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,328000.0,15,328000.0,6725,372410,,2026-06-03
SWISS LIFE AG,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,128000.0,8,128000.0,8021,371529,,2026-06-10
DEUTSCHE BANK A.G.,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,178000.0,1,178000.0,4609,377891,,2026-06-03
BIMCOR INC,Recon break,Under Investigation,2026-06-17 09:30:00,USD,27000.0,15,27000.0,1518,385056,,2026-06-17
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,426000.0,3,426000.0,2317,359791,,2026-07-01
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,629000.0,15,629000.0,1970,381073,,2026-06-03
DEUTSCHE BANK A.G.,Late notice,Resolved,2026-06-10 09:30:00,USD,384000.0,3,384000.0,3577,361320,,2026-06-10
CITIBANK NA,Recon break,Pending Review,2026-06-24 09:30:00,USD,557000.0,15,557000.0,4678,355063,,2026-06-24
BIMCOR INC,Recon break,Under Investigation,2026-06-24 09:30:00,USD,790000.0,5,790000.0,2737,362984,,2026-06-24
SWISS LIFE AG,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,149000.0,3,149000.0,9641,367059,,2026-07-01
BIMCOR INC,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,842000.0,1,842000.0,2581,373324,,2026-06-17
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,78000.0,3,78000.0,1195,374288,,2026-06-03
MORGAN STANLEY INTL,Late notice,Resolved,2026-07-01 09:30:00,USD,158000.0,1,158000.0,8107,389937,,2026-07-01
MORGAN STANLEY INTL,Recon break,Pending Review,2026-07-01 09:30:00,USD,389000.0,3,389000.0,5978,382237,,2026-07-01
CITIBANK NA,Late notice,Under Investigation,2026-06-10 09:30:00,USD,325000.0,3,325000.0,7055,343548,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Pending Review,2026-06-17 09:30:00,USD,130000.0,3,130000.0,6056,519739,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Under Investigation,2026-06-10 09:30:00,USD,84000.0,1,84000.0,4986,556282,,2026-06-10
DEUTSCHE BANK A.G.,Late notice,Pending Review,2026-06-24 09:30:00,USD,10000.0,5,10000.0,5864,399645,,2026-06-24
MORGAN STANLEY INTL,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,739000.0,1,739000.0,7958,378998,,2026-06-17
MORGAN STANLEY INTL,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,858000.0,8,858000.0,7524,350993,,2026-06-24
BANCO HABITAT,Recon break,Under Investigation,2026-06-17 09:30:00,USD,406000.0,15,406000.0,2976,399291,,2026-06-17
BANK OF NOVA SCOTIA,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,737000.0,1,737000.0,9861,574195,,2026-07-01
DEUTSCHE BANK A.G.,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,681000.0,15,681000.0,5017,382006,,2026-06-17
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-10 09:30:00,USD,122000.0,1,122000.0,5096,379080,,2026-06-10
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,746000.0,3,746000.0,5149,365728,,2026-06-24
DEUTSCHE BANK A.G.,Recon break,Under Investigation,2026-07-01 09:30:00,USD,773000.0,5,773000.0,6179,373723,,2026-07-01
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,492000.0,5,492000.0,1278,351575,,2026-06-24
CITIBANK NA,Recon break,Resolved,2026-07-01 09:30:00,USD,588000.0,3,588000.0,7279,342092,,2026-07-01
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,31000.0,5,31000.0,7722,392520,,2026-06-03
INVESTEC BANK LIMITED,Recon break,Under Investigation,2026-07-01 09:30:00,USD,109000.0,8,109000.0,7472,377664,,2026-07-01
BANCO HABITAT,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,775000.0,1,775000.0,3500,389474,,2026-06-03
BIMCOR INC,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,51000.0,3,51000.0,3332,343425,,2026-06-24
INVESTEC BANK LIMITED,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,155000.0,1,155000.0,1473,348954,,2026-06-03
BANCO HABITAT,Late notice,Pending Review,2026-07-01 09:30:00,USD,123000.0,8,123000.0,9779,354172,,2026-07-01
INVESTEC BANK LIMITED,Recon break,Under Investigation,2026-07-01 09:30:00,USD,397000.0,15,397000.0,2235,380815,,2026-07-01
MORGAN STANLEY INTL,Late notice,Resolved,2026-06-03 09:30:00,USD,371000.0,15,371000.0,1219,387759,,2026-06-03
CENTRAL 1 CREDIT UNION,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,345000.0,1,345000.0,8226,345701,,2026-06-17
BANCO HABITAT,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,298000.0,5,298000.0,2102,361070,,2026-06-03
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,550000.0,8,550000.0,1979,396222,,2026-06-03
SWISS LIFE AG,Recon break,Pending Review,2026-06-03 09:30:00,USD,540000.0,3,540000.0,7942,351143,,2026-06-03
DEUTSCHE BANK A.G.,Late notice,Resolved,2026-07-01 09:30:00,USD,390000.0,3,390000.0,8665,350465,,2026-07-01
BANCO HABITAT,Recon break,Resolved,2026-06-17 09:30:00,USD,192000.0,3,192000.0,7109,349580,,2026-06-17
DEUTSCHE BANK A.G.,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,777000.0,3,777000.0,9664,355512,,2026-06-24
BANK OF NOVA SCOTIA,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,665000.0,8,665000.0,2535,371145,,2026-06-03
CENTRAL 1 CREDIT UNION,Recon break,Pending Review,2026-06-03 09:30:00,USD,33000.0,15,33000.0,7690,389461,,2026-06-03
MORGAN STANLEY INTL,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,487000.0,15,487000.0,5104,352765,,2026-06-24
MORGAN STANLEY INTL,Recon break,Pending Review,2026-07-01 09:30:00,USD,256000.0,15,256000.0,4930,375675,,2026-07-01
MORGAN STANLEY INTL,Late notice,Resolved,2026-06-24 09:30:00,USD,114000.0,3,114000.0,7273,398968,,2026-06-24
BANK OF NOVA SCOTIA,Late notice,Resolved,2026-07-01 09:30:00,USD,628000.0,5,628000.0,6707,372209,,2026-07-01
BANCO HABITAT,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,152000.0,8,152000.0,2313,384146,,2026-06-03
BIMCOR INC,Late notice,Resolved,2026-07-01 09:30:00,USD,493000.0,1,493000.0,3472,382630,,2026-07-01
DEUTSCHE BANK A.G.,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,207000.0,8,207000.0,3712,383592,,2026-06-24
CITIBANK NA,Late notice,Resolved,2026-06-03 09:30:00,USD,116000.0,5,116000.0,6845,344981,,2026-06-03
BANCO HABITAT,Valuation dispute,Resolved,2026-06-10 09:30:00,USD,809000.0,8,809000.0,5854,359738,,2026-06-10
CITIBANK NA,MTM discrepancy,Under Investigation,2026-06-10 09:30:00,USD,784000.0,1,784000.0,4309,527663,,2026-06-10
BANK OF NOVA SCOTIA,Late notice,Pending Review,2026-06-17 09:30:00,USD,285000.0,5,285000.0,2179,350140,,2026-06-17
CENTRAL 1 CREDIT UNION,Late notice,Resolved,2026-06-24 09:30:00,USD,112000.0,15,112000.0,3891,393835,,2026-06-24
MORGAN STANLEY INTL,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,825000.0,15,825000.0,1011,374715,,2026-06-10
BIMCOR INC,Valuation dispute,Pending Review,2026-06-17 09:30:00,USD,249000.0,3,249000.0,1807,357564,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,806000.0,1,806000.0,6057,386526,,2026-06-24
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,580000.0,15,580000.0,4943,350196,,2026-06-17
BANCO HABITAT,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,140000.0,1,140000.0,9884,374288,,2026-06-24
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-07-01 09:30:00,USD,446000.0,5,446000.0,6414,343389,,2026-07-01
MORGAN STANLEY INTL,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,651000.0,8,651000.0,5324,392014,,2026-06-24
BANCO HABITAT,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,655000.0,3,655000.0,6710,370783,,2026-07-01
BANK OF NOVA SCOTIA,Recon break,Pending Review,2026-06-03 09:30:00,USD,546000.0,1,546000.0,3588,558867,,2026-06-03
BANCO HABITAT,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,716000.0,3,716000.0,6964,566459,,2026-06-03
BANCO HABITAT,Late notice,Resolved,2026-06-03 09:30:00,USD,544000.0,5,544000.0,1737,395409,,2026-06-03
CITIBANK NA,Late notice,Pending Review,2026-06-17 09:30:00,USD,626000.0,3,626000.0,3116,383809,,2026-06-17
