base_threshold_principal,base_threshold_counterparty,base_min_transfer_principal,base_min_transfer_counterparty,counterparty_rounding,principal_rounding,base_total_exposure_amount,action,agreed_amount,base_call_amount,booked_amount_first_leg,booked_amount_second_leg,call_status,counterparty_amount,reporting_call_amount,agreement_id,event_id,external_id,instrument_id,margin_type,reporting_currency,dispute_age,rescued_data,reporting_date
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,4500000.0,4500000.0,,,Pending Review,,4500000.0,10701,95288,7511,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Call,4100000.0,4100000.0,,,Pending Review,,4100000.0,10584,95632,7675,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Call,3200000.0,3200000.0,,,Pending Review,,3200000.0,11799,99518,7837,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,800000.0,800000.0,,,No Call Required,,800000.0,11549,98585,7327,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,1600000.0,1600000.0,,,Pending Review,,1600000.0,10441,99231,7180,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,3600000.0,3600000.0,,,Pending Review,,3600000.0,11912,90057,7173,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Call,4600000.0,4600000.0,,,No Call Required,,4600000.0,10855,90129,7761,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,200000.0,200000.0,,,No Call Required,,200000.0,10706,90403,7074,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Recall,1300000.0,1300000.0,,,No Call Required,,1300000.0,11296,98545,7114,,Net,USD,,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Call,1600000.0,1600000.0,,,Pending Review,,1600000.0,11108,97163,7475,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,1100000.0,1100000.0,,,Pending Review,,1100000.0,11900,98227,7622,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,4000000.0,4000000.0,,,Pending Review,,4000000.0,11407,98383,7852,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,4800000.0,4800000.0,,,Pending Review,,4800000.0,11591,92471,7501,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,1400000.0,1400000.0,,,No Call Required,,1400000.0,10515,98334,7407,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,4600000.0,4600000.0,,,No Call Required,,4600000.0,10837,96681,7246,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,3400000.0,3400000.0,,,Pending Review,,3400000.0,11080,95698,7675,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,3700000.0,3700000.0,,,No Call Required,,3700000.0,10419,92262,7928,,Net,USD,,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,3200000.0,3200000.0,,,Pending Review,,3200000.0,11015,92835,7586,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,1500000.0,1500000.0,,,Pending Review,,1500000.0,11828,93253,7689,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,3400000.0,3400000.0,,,Pending Review,,3400000.0,11730,95828,7310,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,1100000.0,1100000.0,,,No Call Required,,1100000.0,11995,98587,7116,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,3300000.0,3300000.0,,,No Call Required,,3300000.0,11850,91822,7011,,Net,USD,,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,4400000.0,4400000.0,,,No Call Required,,4400000.0,11717,99907,7078,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,ITM No Calls,1100000.0,1100000.0,,,No Call Required,,1100000.0,11482,94305,7333,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Call,3900000.0,3900000.0,,,No Call Required,,3900000.0,10609,90807,7919,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,4100000.0,4100000.0,,,No Call Required,,4100000.0,11104,96452,7800,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,ITM No Calls,4100000.0,4100000.0,,,Pending Review,,4100000.0,10593,93556,7987,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,2700000.0,2700000.0,,,No Call Required,,2700000.0,11448,95664,7725,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,4000000.0,4000000.0,,,No Call Required,,4000000.0,10541,96908,7410,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,3700000.0,3700000.0,,,Pending Review,,3700000.0,10791,92952,7794,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,700000.0,700000.0,,,Pending Review,,700000.0,10193,94860,7646,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Call,600000.0,600000.0,,,Pending Review,,600000.0,11167,98190,7279,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,1700000.0,1700000.0,,,Pending Review,,1700000.0,11442,95642,7935,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,2700000.0,2700000.0,,,Pending Review,,2700000.0,11346,98832,7105,,Net,USD,,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,ITM No Calls,1100000.0,1100000.0,,,No Call Required,,1100000.0,11685,93849,7959,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,1600000.0,1600000.0,,,No Call Required,,1600000.0,10790,98935,7154,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,3500000.0,3500000.0,,,No Call Required,,3500000.0,11900,92137,7854,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,2700000.0,2700000.0,,,No Call Required,,2700000.0,11558,98696,7596,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,1500000.0,1500000.0,,,No Call Required,,1500000.0,11468,92107,7455,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,3000000.0,3000000.0,,,No Call Required,,3000000.0,10742,90464,7412,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Call,2000000.0,2000000.0,,,Pending Review,,2000000.0,10861,95685,7278,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Call,1100000.0,1100000.0,,,Pending Review,,1100000.0,10823,99508,7234,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,4300000.0,4300000.0,,,Pending Review,,4300000.0,10603,97053,7978,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,Call,4700000.0,4700000.0,,,No Call Required,,4700000.0,10109,90988,7408,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,4900000.0,4900000.0,,,No Call Required,,4900000.0,10854,93674,7944,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,1200000.0,1200000.0,,,Pending Review,,1200000.0,11223,95887,7513,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Call,4600000.0,4600000.0,,,No Call Required,,4600000.0,10708,92147,7089,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,Recall,300000.0,300000.0,,,No Call Required,,300000.0,10079,91768,7877,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,ITM No Calls,4900000.0,4900000.0,,,No Call Required,,4900000.0,10892,99805,7240,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,1900000.0,1900000.0,,,Pending Review,,1900000.0,11170,97250,7503,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,1700000.0,1700000.0,,,No Call Required,,1700000.0,10139,93672,7646,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,2500000.0,2500000.0,,,No Call Required,,2500000.0,10711,97801,7062,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,4700000.0,4700000.0,,,No Call Required,,4700000.0,11075,94306,7567,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,2700000.0,2700000.0,,,Pending Review,,2700000.0,11233,99432,7942,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Call,2300000.0,2300000.0,,,No Call Required,,2300000.0,11688,93200,7222,,Net,USD,,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,1100000.0,1100000.0,,,Pending Review,,1100000.0,11937,90327,7954,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,ITM No Calls,1000000.0,1000000.0,,,Pending Review,,1000000.0,10611,96592,7342,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,400000.0,400000.0,,,No Call Required,,400000.0,10130,91595,7743,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,200000.0,200000.0,,,No Call Required,,200000.0,10600,90402,7273,,Net,USD,,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,ITM No Calls,800000.0,800000.0,,,No Call Required,,800000.0,11435,93861,7895,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,300000.0,300000.0,,,No Call Required,,300000.0,10720,98986,7670,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,4000000.0,4000000.0,,,No Call Required,,4000000.0,10959,91264,7371,,Net,USD,,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,2400000.0,2400000.0,,,Pending Review,,2400000.0,11792,98353,7312,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,3000000.0,3000000.0,,,Pending Review,,3000000.0,10089,99113,7325,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Recall,1800000.0,1800000.0,,,No Call Required,,1800000.0,10379,97840,7849,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,2800000.0,2800000.0,,,No Call Required,,2800000.0,11692,98018,7944,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,ITM No Calls,1700000.0,1700000.0,,,Pending Review,,1700000.0,10346,92971,7405,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,ITM No Calls,1700000.0,1700000.0,,,No Call Required,,1700000.0,10110,93378,7592,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,3700000.0,3700000.0,,,No Call Required,,3700000.0,10804,91476,7254,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,3200000.0,3200000.0,,,No Call Required,,3200000.0,10674,92548,7926,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,3700000.0,3700000.0,,,No Call Required,,3700000.0,11353,95858,7876,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,500000.0,500000.0,,,No Call Required,,500000.0,11678,90030,7705,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Call,400000.0,400000.0,,,Pending Review,,400000.0,11710,95417,7004,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,4700000.0,4700000.0,,,No Call Required,,4700000.0,10585,93303,7192,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,1300000.0,1300000.0,,,No Call Required,,1300000.0,10324,90326,7734,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Call,3600000.0,3600000.0,,,No Call Required,,3600000.0,11399,91827,7623,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,3300000.0,3300000.0,,,Pending Review,,3300000.0,10176,96963,7633,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,2500000.0,2500000.0,,,Pending Review,,2500000.0,10935,91722,7678,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,200000.0,200000.0,,,No Call Required,,200000.0,11760,94248,7818,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,3000000.0,3000000.0,,,No Call Required,,3000000.0,11392,93930,7913,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,ITM No Calls,3300000.0,3300000.0,,,Pending Review,,3300000.0,11316,91066,7876,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Call,3300000.0,3300000.0,,,No Call Required,,3300000.0,10976,97297,7657,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,ITM No Calls,2000000.0,2000000.0,,,No Call Required,,2000000.0,11538,92197,7336,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Call,2200000.0,2200000.0,,,No Call Required,,2200000.0,11427,97135,7074,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,3900000.0,3900000.0,,,Pending Review,,3900000.0,10293,95870,7669,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Call,3900000.0,3900000.0,,,No Call Required,,3900000.0,10707,91009,7176,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,ITM No Calls,1900000.0,1900000.0,,,No Call Required,,1900000.0,11723,92164,7374,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,400000.0,400000.0,,,No Call Required,,400000.0,10205,92781,7003,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Call,4200000.0,4200000.0,,,No Call Required,,4200000.0,10556,91298,7718,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,3200000.0,3200000.0,,,Pending Review,,3200000.0,11367,90026,7359,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,4600000.0,4600000.0,,,No Call Required,,4600000.0,10114,99830,7520,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,1600000.0,1600000.0,,,No Call Required,,1600000.0,10128,96362,7892,,Net,USD,,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,4000000.0,4000000.0,,,No Call Required,,4000000.0,11560,96571,7902,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,ITM No Calls,600000.0,600000.0,,,No Call Required,,600000.0,11765,90621,7202,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,Call,2500000.0,2500000.0,,,No Call Required,,2500000.0,11662,97031,7734,,Net,USD,,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,3000000.0,3000000.0,,,Pending Review,,3000000.0,11516,94336,7012,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,2800000.0,2800000.0,,,Pending Review,,2800000.0,10031,95990,7394,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,2400000.0,2400000.0,,,No Call Required,,2400000.0,10723,97412,7711,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,4600000.0,4600000.0,,,No Call Required,,4600000.0,11796,94599,7370,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,2800000.0,2800000.0,,,Pending Review,,2800000.0,11743,91631,7514,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,3600000.0,3600000.0,,,Pending Review,,3600000.0,11003,94540,7209,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,ITM No Calls,600000.0,600000.0,,,No Call Required,,600000.0,10364,98991,7446,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,Call,3500000.0,3500000.0,,,No Call Required,,3500000.0,10861,96906,7177,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,2300000.0,2300000.0,,,No Call Required,,2300000.0,10202,91386,7756,,Net,USD,,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,5000000.0,5000000.0,,,No Call Required,,5000000.0,11016,91144,7756,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,300000.0,300000.0,,,Pending Review,,300000.0,10589,92955,7096,,Net,USD,,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Call,4400000.0,4400000.0,,,Pending Review,,4400000.0,11360,95481,7952,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,Call,4500000.0,4500000.0,,,Pending Review,,4500000.0,11948,96144,7377,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,ITM No Calls,1300000.0,1300000.0,,,Pending Review,,1300000.0,11381,97848,7374,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Recall,3000000.0,3000000.0,,,Pending Review,,3000000.0,11751,98413,7679,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,2800000.0,2800000.0,,,No Call Required,,2800000.0,11723,98253,7096,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,900000.0,900000.0,,,Pending Review,,900000.0,11532,98909,7372,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,400000.0,400000.0,,,No Call Required,,400000.0,11027,91027,7702,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,100000.0,100000.0,,,Pending Review,,100000.0,10591,97034,7123,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,1700000.0,1700000.0,,,Pending Review,,1700000.0,11212,96589,7216,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,4300000.0,4300000.0,,,Pending Review,,4300000.0,10912,90112,7222,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,3400000.0,3400000.0,,,Pending Review,,3400000.0,10234,94989,7235,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,3000000.0,3000000.0,,,No Call Required,,3000000.0,11006,93091,7389,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Call,4000000.0,4000000.0,,,Pending Review,,4000000.0,10379,99276,7583,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,4500000.0,4500000.0,,,Pending Review,,4500000.0,11031,94878,7211,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,900000.0,900000.0,,,No Call Required,,900000.0,10312,96932,7938,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Call,4300000.0,4300000.0,,,No Call Required,,4300000.0,11094,93914,7836,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Call,2000000.0,2000000.0,,,Pending Review,,2000000.0,11715,90068,7882,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,300000.0,300000.0,,,No Call Required,,300000.0,10607,92564,7595,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,ITM No Calls,2300000.0,2300000.0,,,No Call Required,,2300000.0,10638,96107,7983,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Call,3800000.0,3800000.0,,,No Call Required,,3800000.0,11494,97775,7391,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,2600000.0,2600000.0,,,Pending Review,,2600000.0,10995,97916,7697,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,4000000.0,4000000.0,,,No Call Required,,4000000.0,11000,97537,7979,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,3500000.0,3500000.0,,,Pending Review,,3500000.0,10852,99102,7967,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,1600000.0,1600000.0,,,Pending Review,,1600000.0,11032,94081,7653,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Call,3300000.0,3300000.0,,,No Call Required,,3300000.0,10071,91256,7731,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,2700000.0,2700000.0,,,No Call Required,,2700000.0,11181,98195,7124,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Call,1800000.0,1800000.0,,,Pending Review,,1800000.0,11745,97595,7357,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,700000.0,700000.0,,,No Call Required,,700000.0,11501,94801,7932,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,200000.0,200000.0,,,Pending Review,,200000.0,11370,97396,7387,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,4700000.0,4700000.0,,,Pending Review,,4700000.0,10277,98734,7387,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,1400000.0,1400000.0,,,No Call Required,,1400000.0,11566,93069,7610,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Call,600000.0,600000.0,,,No Call Required,,600000.0,11394,90998,7717,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,1000000.0,1000000.0,,,Pending Review,,1000000.0,11047,99463,7180,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,3000000.0,3000000.0,,,Pending Review,,3000000.0,11876,94409,7269,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Call,500000.0,500000.0,,,Pending Review,,500000.0,11244,98658,7237,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,4400000.0,4400000.0,,,No Call Required,,4400000.0,10568,96625,7935,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,Call,1700000.0,1700000.0,,,No Call Required,,1700000.0,11928,99469,7150,,Net,USD,,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,2800000.0,2800000.0,,,No Call Required,,2800000.0,10002,91427,7606,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Call,3200000.0,3200000.0,,,No Call Required,,3200000.0,10593,96905,7937,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,0.0,0.0,,,No Call Required,,0.0,11408,91522,7177,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,4400000.0,4400000.0,,,No Call Required,,4400000.0,11856,98157,7530,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Recall,2100000.0,2100000.0,,,Pending Review,,2100000.0,10725,98222,7716,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Recall,2500000.0,2500000.0,,,No Call Required,,2500000.0,11671,90578,7734,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,1600000.0,1600000.0,,,No Call Required,,1600000.0,11576,99019,7047,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Call,2000000.0,2000000.0,,,Pending Review,,2000000.0,10082,99526,7421,,Net,USD,0.0,,2026-06-17
