parent_id,petrid,org_lei,parent_lei,parent_name,internal_rating,internal_flag,rescued_data,reporting_date
VLPY,600262,5493088185021416,5493076102213562,SYNTH FUND VLPY,2A,Y,,2026-06-17
LWTV,600263,5493067589769904,,SYNTH FUND LWTV,1B,N,,2026-06-17
BMZW,600264,5493001991022846,5493006895613615,SYNTH FUND BMZW,1B,N,,2026-06-17
RSGO,600265,5493059463730102,5493093519936233,SYNTH FUND RSGO,1A,Y,,2026-06-17
HMUM,600266,5493003693053419,5493087788234584,SYNTH FUND HMUM,1A,N,,2026-06-17
PMXU,600267,5493025771259212,5493018088396849,SYNTH FUND PMXU,1A,Y,,2026-06-17
WSET,600268,5493024317836236,5493053082639653,SYNTH FUND WSET,3A,Y,,2026-06-17
LSCW,600269,5493006948564953,,SYNTH FUND LSCW,1B,Y,,2026-06-17
ASGS,600270,5493077070892186,5493048991335686,SYNTH FUND ASGS,2A,Y,,2026-06-17
XLUV,600271,5493018717452693,5493099147682597,SYNTH FUND XLUV,1A,Y,,2026-06-17
DQMM,600272,5493058233214250,5493047190931082,SYNTH FUND DQMM,3A,N,,2026-06-17
WIVY,600273,5493028233468301,5493026865368324,SYNTH FUND WIVY,1A,Y,,2026-06-17
BVOB,600274,5493002543659410,5493046148771583,SYNTH FUND BVOB,3A,Y,,2026-06-17
UHEO,600275,5493049645170327,5493021455556538,SYNTH FUND UHEO,3A,N,,2026-06-17
PPDU,600276,5493092539385033,5493035882133314,SYNTH FUND PPDU,3A,Y,,2026-06-17
HCAZ,600277,,,SYNTH FUND HCAZ,2A,N,,2026-06-17
GWBV,600278,,5493016163564148,SYNTH FUND GWBV,2B,N,,2026-06-17
OFSE,600279,5493027252090698,5493001514952326,SYNTH FUND OFSE,3A,N,,2026-06-17
MVQF,600280,5493029224850240,5493010683852631,SYNTH FUND MVQF,,N,,2026-06-17
DHZL,600281,5493065137539381,5493073988133196,SYNTH FUND DHZL,1B,N,,2026-06-17
TCEI,600282,5493053177941763,5493061152599955,SYNTH FUND TCEI,2B,Y,,2026-06-17
JIYZ,600283,,5493044207945097,SYNTH FUND JIYZ,,Y,,2026-06-17
HONA,600284,5493007058134718,5493021673194228,SYNTH FUND HONA,1A,Y,,2026-06-17
MMYS,600285,5493002144002476,5493077442941545,SYNTH FUND MMYS,3A,Y,,2026-06-17
NASS,600286,5493024290656630,5493024647744923,SYNTH FUND NASS,,Y,,2026-06-17
BEQW,600287,5493099258352578,5493029236586256,SYNTH FUND BEQW,1A,N,,2026-06-17
LEON,600288,5493070079745560,,SYNTH FUND LEON,1A,N,,2026-06-17
EYBP,600289,5493059818631195,5493060873260853,SYNTH FUND EYBP,2B,N,,2026-06-17
HXVO,600290,5493088388956589,5493038519384487,SYNTH FUND HXVO,,Y,,2026-06-17
IXTO,600291,5493038648704997,5493009409830113,SYNTH FUND IXTO,1B,Y,,2026-06-17
WHBF,600292,5493020437980681,5493012515090586,SYNTH FUND WHBF,2A,Y,,2026-06-17
EDRA,600293,5493028853422219,5493018671063299,SYNTH FUND EDRA,1B,N,,2026-06-17
SZTC,600294,5493055913297151,5493086320235458,SYNTH FUND SZTC,1A,N,,2026-06-17
KLQZ,600295,5493037308320964,5493039374641411,SYNTH FUND KLQZ,3A,N,,2026-06-17
VLHG,600296,5493051147890384,5493006839662525,SYNTH FUND VLHG,2A,Y,,2026-06-17
XRRV,600297,,5493025863628793,SYNTH FUND XRRV,1A,N,,2026-06-17
QROI,600298,5493006284131344,5493011040570209,SYNTH FUND QROI,1A,N,,2026-06-17
HJAR,600299,,,SYNTH FUND HJAR,1A,N,,2026-06-17
DWIC,600300,5493051200766056,5493040314058024,SYNTH FUND DWIC,2A,N,,2026-06-17
EBGC,600301,5493038046712710,5493027544549743,SYNTH FUND EBGC,,Y,,2026-06-17
LHWI,600302,5493016129501905,5493076226351936,SYNTH FUND LHWI,3A,N,,2026-06-17
OEDX,600303,5493070542835547,5493037426630148,SYNTH FUND OEDX,2A,N,,2026-06-17
ZGWG,600304,5493029198630179,5493001939702461,SYNTH FUND ZGWG,1B,N,,2026-06-17
GKAP,600305,5493058346043495,5493032217319014,SYNTH FUND GKAP,2B,Y,,2026-06-17
CSLY,600306,5493015667088378,5493085042804818,SYNTH FUND CSLY,3A,N,,2026-06-17
KMDP,600307,5493081733479773,5493087973245095,SYNTH FUND KMDP,1A,Y,,2026-06-17
PWOK,600308,5493065506343454,5493042916653035,SYNTH FUND PWOK,1B,N,,2026-06-17
YOJZ,600309,5493046090219692,5493019691802624,SYNTH FUND YOJZ,,N,,2026-06-17
HUGL,600310,,5493002838534991,SYNTH FUND HUGL,1A,Y,,2026-06-17
WAYD,600311,5493032883053121,5493028975170701,SYNTH FUND WAYD,1A,N,,2026-06-17
BFIJ,600312,5493015716478117,5493015251482365,SYNTH FUND BFIJ,,Y,,2026-06-17
OJCH,600313,5493041027535832,5493013882409140,SYNTH FUND OJCH,1B,N,,2026-06-17
GYYL,600314,5493012529319124,5493007261996440,SYNTH FUND GYYL,3A,Y,,2026-06-17
PYDW,600315,5493025346302311,5493085990013952,SYNTH FUND PYDW,1B,N,,2026-06-17
OOOP,600316,5493070217587859,5493044300253619,SYNTH FUND OOOP,1A,N,,2026-06-17
APAB,600317,5493035585307190,5493051055988917,SYNTH FUND APAB,1A,N,,2026-06-17
NQAF,600318,5493044449746498,5493025431456669,SYNTH FUND NQAF,1B,Y,,2026-06-17
XUHK,600319,5493067991539768,5493004408414242,SYNTH FUND XUHK,1B,N,,2026-06-17
JFDH,600320,5493091803470027,5493052713332710,SYNTH FUND JFDH,2A,N,,2026-06-17
OSED,600321,5493025180615400,5493095217344433,SYNTH FUND OSED,3A,N,,2026-06-17
JGQU,600322,5493043397603349,5493028313009819,SYNTH FUND JGQU,1A,Y,,2026-06-17
HKCZ,600323,5493011926015884,5493033281976049,SYNTH FUND HKCZ,,N,,2026-06-17
IMRD,600324,5493045100129894,5493073813891716,SYNTH FUND IMRD,3A,Y,,2026-06-17
COZZ,600325,5493013542500416,5493064852175164,SYNTH FUND COZZ,2A,N,,2026-06-17
TTCN,600326,5493092323993560,5493005548339874,SYNTH FUND TTCN,1A,N,,2026-06-17
DCWB,600327,5493088909773490,,SYNTH FUND DCWB,1B,N,,2026-06-17
GNCM,600328,5493084691456281,5493016629564242,SYNTH FUND GNCM,1B,Y,,2026-06-17
DACL,600329,5493089654057937,,SYNTH FUND DACL,2B,Y,,2026-06-17
UBDY,600330,5493099697790796,5493076431513545,SYNTH FUND UBDY,1B,Y,,2026-06-17
ZEVO,600331,5493019795786603,5493027826254816,SYNTH FUND ZEVO,1A,Y,,2026-06-17
CNQQ,600332,5493021258820837,5493019641117111,SYNTH FUND CNQQ,1B,Y,,2026-06-17
QNHJ,600333,5493018814611051,5493056501338413,SYNTH FUND QNHJ,3A,N,,2026-06-17
TUSK,600334,5493005085199792,5493023525146899,SYNTH FUND TUSK,1A,Y,,2026-06-17
QGAS,600335,5493090754472481,5493064338651201,SYNTH FUND QGAS,1A,Y,,2026-06-17
JFHQ,600336,5493059337376632,,SYNTH FUND JFHQ,2B,N,,2026-06-17
QFDJ,600337,,5493052765916218,SYNTH FUND QFDJ,3A,Y,,2026-06-17
EGUE,600338,5493048612860452,5493013219489214,SYNTH FUND EGUE,1A,N,,2026-06-17
KADQ,600339,5493076414957893,5493056594362311,SYNTH FUND KADQ,2A,N,,2026-06-17
WLYN,600340,5493099703987927,5493036752237062,SYNTH FUND WLYN,1B,Y,,2026-06-17
XXLA,600341,5493091429420850,5493044228721845,SYNTH FUND XXLA,,N,,2026-06-17
NGXY,600342,5493044282435122,5493091771614106,SYNTH FUND NGXY,1B,N,,2026-06-17
TMGR,600343,5493016236986827,5493023040500617,SYNTH FUND TMGR,,N,,2026-06-17
GOTP,600344,5493067289264563,5493045782030248,SYNTH FUND GOTP,,Y,,2026-06-17
GRAB,600345,5493030555429221,5493041707158449,SYNTH FUND GRAB,1B,N,,2026-06-17
CVJG,600346,5493052097343824,,SYNTH FUND CVJG,1B,Y,,2026-06-17
EBYI,600347,5493084359459286,5493033951281121,SYNTH FUND EBYI,2A,N,,2026-06-17
CMIM,600348,5493052539071033,5493020127411308,SYNTH FUND CMIM,1A,N,,2026-06-17
FNJI,600349,5493000259448098,5493086648156232,SYNTH FUND FNJI,2B,N,,2026-06-17
XSVP,600350,5493069611724836,5493020147246387,SYNTH FUND XSVP,2B,Y,,2026-06-17
XODH,600351,5493061389286095,5493005846974912,SYNTH FUND XODH,3A,Y,,2026-06-17
HNCB,600352,5493063660611992,5493020875171810,SYNTH FUND HNCB,3A,Y,,2026-06-17
MJIL,600353,,5493063241301667,SYNTH FUND MJIL,2A,Y,,2026-06-17
SURB,600354,5493007042764738,5493006685593214,SYNTH FUND SURB,2A,N,,2026-06-17
STSX,600355,5493072561933707,5493057612739453,SYNTH FUND STSX,1B,Y,,2026-06-17
XLWI,600356,5493070360158920,5493046022281341,SYNTH FUND XLWI,3A,Y,,2026-06-17
EQOP,600357,5493055701551304,5493082452461518,SYNTH FUND EQOP,3A,N,,2026-06-17
BJPS,600358,5493009557311091,5493053220006174,SYNTH FUND BJPS,2B,N,,2026-06-17
QKTA,600359,5493036450730237,5493054906534039,SYNTH FUND QKTA,,Y,,2026-06-17
MYCK,600360,5493077169475571,5493095437572897,SYNTH FUND MYCK,1B,N,,2026-06-17
BVYC,600361,5493026003865480,5493003165143264,SYNTH FUND BVYC,2B,Y,,2026-06-17
TZWW,600362,5493024565407106,5493009933654554,SYNTH FUND TZWW,1A,Y,,2026-06-17
ALTE,600363,,5493088780871076,SYNTH FUND ALTE,1A,N,,2026-06-17
FVNU,600364,5493055086401816,,SYNTH FUND FVNU,2A,N,,2026-06-17
BCHD,600365,5493037571745714,,SYNTH FUND BCHD,3A,Y,,2026-06-17
OSUM,600366,,5493027428413271,SYNTH FUND OSUM,1A,N,,2026-06-17
SPJS,600367,5493081173716695,5493000476001475,SYNTH FUND SPJS,1B,Y,,2026-06-17
YUCJ,600368,5493094537201268,5493036384406190,SYNTH FUND YUCJ,1B,N,,2026-06-17
UPHE,600369,5493051873003780,5493083189261758,SYNTH FUND UPHE,2B,N,,2026-06-17
LOEY,600370,5493059685971280,5493031013129401,SYNTH FUND LOEY,2B,Y,,2026-06-17
WPZV,600371,5493081275099863,5493072910379696,SYNTH FUND WPZV,2B,N,,2026-06-17
AUPL,600372,5493046585203494,5493002938243890,SYNTH FUND AUPL,2A,N,,2026-06-17
DXJX,600373,5493019666412208,5493036849920344,SYNTH FUND DXJX,3A,N,,2026-06-17
OWNI,600374,5493068368890533,5493026975285233,SYNTH FUND OWNI,2A,Y,,2026-06-17
DQFC,600375,5493067143975021,5493045523501529,SYNTH FUND DQFC,1B,N,,2026-06-17
TEPN,600376,5493076893724709,5493097748685863,SYNTH FUND TEPN,2B,Y,,2026-06-17
BBDE,600377,5493073674483379,5493023292475902,SYNTH FUND BBDE,,Y,,2026-06-17
LGEF,600378,5493051800823960,5493094831217401,SYNTH FUND LGEF,3A,Y,,2026-06-17
FCIR,600379,5493030711797649,5493008565101288,SYNTH FUND FCIR,3A,N,,2026-06-17
SNYZ,600380,5493016842806675,5493004274225660,SYNTH FUND SNYZ,3A,Y,,2026-06-17
LYEW,600381,,5493084240405987,SYNTH FUND LYEW,,Y,,2026-06-17
TEJB,600382,5493002046518919,5493018358615572,SYNTH FUND TEJB,2A,Y,,2026-06-17
LZND,600383,5493007467634025,5493055880646331,SYNTH FUND LZND,3A,Y,,2026-06-17
EHFN,600384,5493070309264947,5493030697531645,SYNTH FUND EHFN,2A,N,,2026-06-17
QNPR,600385,5493035882272669,5493002548126803,SYNTH FUND QNPR,2A,Y,,2026-06-17
YKXC,600386,,5493081317105396,SYNTH FUND YKXC,,Y,,2026-06-17
TKAC,600387,5493048777807262,5493034724084561,SYNTH FUND TKAC,1B,Y,,2026-06-17
ZAXM,600388,5493001258288576,5493090017576657,SYNTH FUND ZAXM,2A,N,,2026-06-17
SNPL,600389,5493036637847739,5493064317166106,SYNTH FUND SNPL,2A,Y,,2026-06-17
WPJL,600390,,5493085741699064,SYNTH FUND WPJL,2A,Y,,2026-06-17
SJGO,600391,5493083910611864,5493098808064840,SYNTH FUND SJGO,,Y,,2026-06-17
LJXX,600392,5493018703145214,5493039802590574,SYNTH FUND LJXX,3A,Y,,2026-06-17
EUOL,600393,5493007271070707,5493006401322811,SYNTH FUND EUOL,2B,N,,2026-06-17
POGE,600394,5493007087447330,5493084988180798,SYNTH FUND POGE,2A,Y,,2026-06-17
JVVL,600395,5493077467949464,5493068541964957,SYNTH FUND JVVL,2A,Y,,2026-06-17
URAE,600396,,5493096732233255,SYNTH FUND URAE,3A,N,,2026-06-17
YUGU,600397,5493074298497270,5493057640135226,SYNTH FUND YUGU,3A,N,,2026-06-17
GOHW,600398,5493053329220112,5493010470029431,SYNTH FUND GOHW,3A,N,,2026-06-17
GXSP,600399,5493069906669788,5493011020036690,SYNTH FUND GXSP,3A,Y,,2026-06-17
RYMX,600400,5493092514397504,5493004922337495,SYNTH FUND RYMX,3A,Y,,2026-06-17
PYJB,600401,5493068570441461,5493055653300807,SYNTH FUND PYJB,3A,Y,,2026-06-17
RYIW,600402,,5493041840376764,SYNTH FUND RYIW,2B,N,,2026-06-17
GNUT,600403,5493065194948516,,SYNTH FUND GNUT,2A,Y,,2026-06-17
APJR,600404,5493063195974919,5493023532466891,SYNTH FUND APJR,1A,Y,,2026-06-17
MMEL,600405,5493056281776631,,SYNTH FUND MMEL,,N,,2026-06-17
XYHA,600406,,5493063828758228,SYNTH FUND XYHA,2A,N,,2026-06-17
VAKS,600407,5493012605553608,5493077980179339,SYNTH FUND VAKS,2A,N,,2026-06-17
EBNO,600408,5493097896514437,5493066690353492,SYNTH FUND EBNO,2A,Y,,2026-06-17
QJQL,600409,,5493022699109225,SYNTH FUND QJQL,3A,N,,2026-06-17
FKZG,600410,5493004983822266,5493092316867686,SYNTH FUND FKZG,2B,Y,,2026-06-17
FFFR,600411,5493045419316416,5493038951548417,SYNTH FUND FFFR,1B,Y,,2026-06-17
PYDJ,600412,5493014586797515,5493081771580382,SYNTH FUND PYDJ,1B,N,,2026-06-17
DJRI,600413,5493019768550327,5493068074183721,SYNTH FUND DJRI,3A,Y,,2026-06-17
RTOU,600414,5493087755031473,,SYNTH FUND RTOU,3A,N,,2026-06-17
HYAF,600415,5493026238556218,5493025436036819,SYNTH FUND HYAF,2A,Y,,2026-06-17
NONV,600416,5493051301857335,5493044591138096,SYNTH FUND NONV,1B,Y,,2026-06-17
SWNZ,600417,5493047364774142,5493007802207204,SYNTH FUND SWNZ,2A,N,,2026-06-17
VHSX,600418,,5493075360567079,SYNTH FUND VHSX,2B,N,,2026-06-17
CNBY,600419,5493099489320310,5493039945794023,SYNTH FUND CNBY,,Y,,2026-06-17
USJE,600420,5493090252370637,5493092430406699,SYNTH FUND USJE,2B,Y,,2026-06-17
XLYZ,600421,5493084000272815,5493055280706378,SYNTH FUND XLYZ,1A,N,,2026-06-17
XZFC,600422,5493003974142062,5493010268408938,SYNTH FUND XZFC,1B,Y,,2026-06-17
TKUT,600423,,5493018503484502,SYNTH FUND TKUT,2B,N,,2026-06-17
AQKU,600424,5493093267798193,5493045989198643,SYNTH FUND AQKU,3A,Y,,2026-06-17
PONZ,600425,5493038768348941,5493093764936696,SYNTH FUND PONZ,3A,Y,,2026-06-17
TMZM,600426,5493035508019705,5493094778430503,SYNTH FUND TMZM,3A,N,,2026-06-17
DFYL,600427,5493059606479726,5493013468367364,SYNTH FUND DFYL,2B,N,,2026-06-17
FSJJ,600428,5493054743980116,5493068336308279,SYNTH FUND FSJJ,1B,N,,2026-06-17
NAIU,600429,5493082180205229,5493076013342506,SYNTH FUND NAIU,2A,Y,,2026-06-17
FSBI,600430,5493052683672392,5493065039907096,SYNTH FUND FSBI,1B,Y,,2026-06-17
AIME,600431,,5493073829926359,SYNTH FUND AIME,2B,Y,,2026-06-17
MENB,600432,5493099133233867,5493012281434110,SYNTH FUND MENB,1A,Y,,2026-06-17
WOGG,600433,5493055112356804,5493064381948896,SYNTH FUND WOGG,2B,Y,,2026-06-17
VKKB,600434,5493058071729160,5493089211051798,SYNTH FUND VKKB,1A,Y,,2026-06-17
DLFY,600435,5493041263549879,5493014457808808,SYNTH FUND DLFY,2B,Y,,2026-06-17
UYZY,600436,5493091347213579,5493065863313475,SYNTH FUND UYZY,,N,,2026-06-17
PSPH,600437,5493060325056730,5493009606720517,SYNTH FUND PSPH,2B,Y,,2026-06-17
UHCT,600438,5493062630630843,5493007538953530,SYNTH FUND UHCT,,Y,,2026-06-17
KOUH,600439,5493064079336729,,SYNTH FUND KOUH,1A,N,,2026-06-17
AIBV,600440,5493080503310789,5493008155062020,SYNTH FUND AIBV,1A,Y,,2026-06-17
URLN,600441,5493089686468999,5493094196889489,SYNTH FUND URLN,2A,Y,,2026-06-17
FZWX,600442,5493031669823187,5493006078785108,SYNTH FUND FZWX,3A,Y,,2026-06-17
GOMS,600443,5493014770960229,5493029263324645,SYNTH FUND GOMS,1B,N,,2026-06-17
KOVW,600444,5493002280586360,5493033631606510,SYNTH FUND KOVW,1B,Y,,2026-06-17
JPFC,600445,5493058158249893,5493068792179009,SYNTH FUND JPFC,1A,N,,2026-06-17
PFDC,600446,5493013312751550,5493017370857055,SYNTH FUND PFDC,2A,N,,2026-06-17
FQFK,600447,,5493090475575875,SYNTH FUND FQFK,,N,,2026-06-17
FDLL,600448,5493077487995096,5493038297950974,SYNTH FUND FDLL,,Y,,2026-06-17
IOAT,600449,5493029532784108,5493082113655428,SYNTH FUND IOAT,2A,Y,,2026-06-17
EIUZ,600450,5493051191717947,5493056495501408,SYNTH FUND EIUZ,2B,Y,,2026-06-17
MQKF,600451,5493058733240860,5493031381757672,SYNTH FUND MQKF,2A,N,,2026-06-17
KTCU,600452,5493070348347474,5493087934572190,SYNTH FUND KTCU,,N,,2026-06-17
AHAE,600453,5493084459918970,5493051451479937,SYNTH FUND AHAE,2B,N,,2026-06-17
MWBW,600454,5493078274786185,5493022917612742,SYNTH FUND MWBW,2A,Y,,2026-06-17
FNQG,600455,5493072005882500,5493066574314464,SYNTH FUND FNQG,2A,N,,2026-06-17
JGQW,600456,5493001217234825,5493013509492597,SYNTH FUND JGQW,1B,N,,2026-06-17
UCKB,600457,5493032047501902,5493029566016457,SYNTH FUND UCKB,2A,Y,,2026-06-17
RGVZ,600458,5493018702376184,,SYNTH FUND RGVZ,3A,N,,2026-06-17
DTGP,600459,5493036480850765,5493049976708398,SYNTH FUND DTGP,,N,,2026-06-17
EOSD,600460,5493010141862523,,SYNTH FUND EOSD,2A,Y,,2026-06-17
SAQU,600461,5493092968098160,5493059466926854,SYNTH FUND SAQU,1B,Y,,2026-06-17
BUHL,600462,5493033928689778,5493007329889161,SYNTH FUND BUHL,2B,Y,,2026-06-17
ITGM,600463,5493067014943715,5493075881799724,SYNTH FUND ITGM,2B,N,,2026-06-17
VOXT,600464,5493087684822569,5493073741488212,SYNTH FUND VOXT,,Y,,2026-06-17
TJHD,600465,5493030806280991,5493083025302747,SYNTH FUND TJHD,,Y,,2026-06-17
RXAR,600466,5493088877970030,5493061543389473,SYNTH FUND RXAR,3A,N,,2026-06-17
XOBR,600467,5493087868409843,5493057089283995,SYNTH FUND XOBR,,N,,2026-06-17
NKJP,600468,5493004276362675,5493028643525354,SYNTH FUND NKJP,,Y,,2026-06-17
HIEO,600469,5493044019525489,5493044298688594,SYNTH FUND HIEO,2B,Y,,2026-06-17
NYOC,600470,5493035203384810,5493089231467953,SYNTH FUND NYOC,1B,N,,2026-06-17
IBSS,600471,5493073022052473,5493014864756319,SYNTH FUND IBSS,1A,N,,2026-06-17
KTBV,600472,5493050791837897,5493093463627257,SYNTH FUND KTBV,2A,N,,2026-06-17
SEPJ,600473,5493036779482403,5493007847943887,SYNTH FUND SEPJ,1A,Y,,2026-06-17
VLZT,600474,5493083456313030,5493047900601265,SYNTH FUND VLZT,1A,N,,2026-06-17
CUEG,600475,5493044126244232,,SYNTH FUND CUEG,2B,N,,2026-06-17
NJNH,600476,5493028694658952,5493003501680541,SYNTH FUND NJNH,3A,Y,,2026-06-17
GQTU,600477,5493064226381203,5493003038829097,SYNTH FUND GQTU,2A,Y,,2026-06-17
XVEM,600478,5493022687357288,5493015589878859,SYNTH FUND XVEM,3A,N,,2026-06-17
RDCE,600479,5493075233254101,5493044448253162,SYNTH FUND RDCE,2A,N,,2026-06-17
YUAI,600480,5493038616178782,5493065345176198,SYNTH FUND YUAI,,Y,,2026-06-17
BARW,600481,5493079434704719,5493097128138475,SYNTH FUND BARW,2A,N,,2026-06-17
ARQY,600482,5493096424835493,5493084114049418,SYNTH FUND ARQY,2B,Y,,2026-06-17
AYRU,600483,5493058616992780,5493079191126692,SYNTH FUND AYRU,,Y,,2026-06-17
CVVB,600484,5493017788013683,5493040272401214,SYNTH FUND CVVB,1A,N,,2026-06-17
LVCL,600485,5493054357537037,,SYNTH FUND LVCL,,N,,2026-06-17
EYSQ,600486,5493072324576308,5493004723005786,SYNTH FUND EYSQ,,N,,2026-06-17
FDJM,600487,5493008707349071,5493021922719967,SYNTH FUND FDJM,,N,,2026-06-17
DDOM,600488,5493003543657556,5493026097500509,SYNTH FUND DDOM,2B,Y,,2026-06-17
TZDX,600489,5493040030036620,5493006937279904,SYNTH FUND TZDX,3A,Y,,2026-06-17
PRGW,600490,5493097657380657,5493050443704744,SYNTH FUND PRGW,1B,Y,,2026-06-17
RAWK,600491,5493057391624938,5493074765184337,SYNTH FUND RAWK,3A,N,,2026-06-17
MUVJ,600492,5493051065149971,5493094941616620,SYNTH FUND MUVJ,2A,N,,2026-06-17
CBNF,600493,5493091307164510,,SYNTH FUND CBNF,1A,Y,,2026-06-17
TZQM,600494,5493073004106421,5493053550680562,SYNTH FUND TZQM,3A,Y,,2026-06-17
IRUX,600495,5493016765873026,5493077485983731,SYNTH FUND IRUX,1A,N,,2026-06-17
FSIS,600496,,5493056768678072,SYNTH FUND FSIS,1A,N,,2026-06-17
LCKK,600497,5493012504115127,5493061750572199,SYNTH FUND LCKK,2B,Y,,2026-06-17
FPEY,600498,5493086509639247,5493003130538996,SYNTH FUND FPEY,,Y,,2026-06-17
JNGE,600499,5493060625599265,5493085597038685,SYNTH FUND JNGE,1B,N,,2026-06-17
VVFM,600500,,5493081004301447,SYNTH FUND VVFM,2A,Y,,2026-06-17
WVXY,600501,5493025508293685,5493081215245063,SYNTH FUND WVXY,3A,Y,,2026-06-17
USEQ,600502,5493035565673954,5493085503807365,SYNTH FUND USEQ,1B,N,,2026-06-17
JGAS,600503,5493094159282278,5493004994256257,SYNTH FUND JGAS,,Y,,2026-06-17
ZRDG,600504,5493039707730993,5493016934326357,SYNTH FUND ZRDG,,Y,,2026-06-17
ROFC,600505,5493043387060847,5493038082645645,SYNTH FUND ROFC,1A,N,,2026-06-17
AFZR,600506,5493008926735204,5493061791161929,SYNTH FUND AFZR,3A,N,,2026-06-17
HRRM,600507,5493004348530542,5493017121728285,SYNTH FUND HRRM,2A,N,,2026-06-17
NZYQ,600508,5493069519025260,5493044757442322,SYNTH FUND NZYQ,2A,N,,2026-06-17
GLPV,600509,5493057711780543,5493087782849255,SYNTH FUND GLPV,2A,Y,,2026-06-17
WILC,600510,5493011914882508,5493030970526108,SYNTH FUND WILC,1B,N,,2026-06-17
UANU,600511,5493027569816815,5493020638021168,SYNTH FUND UANU,2A,N,,2026-06-17
QWKH,600512,5493082159193515,5493020702132168,SYNTH FUND QWKH,1B,Y,,2026-06-17
BODK,600513,5493056184522424,5493071439087469,SYNTH FUND BODK,,N,,2026-06-17
RQST,600514,5493054455857041,5493092559301121,SYNTH FUND RQST,,Y,,2026-06-17
DJCC,600515,5493011834779725,5493029041470240,SYNTH FUND DJCC,1A,N,,2026-06-17
XXMJ,600516,5493044072698001,5493088746734190,SYNTH FUND XXMJ,2A,Y,,2026-06-17
HRUJ,600517,5493035945196617,5493058823892784,SYNTH FUND HRUJ,1B,Y,,2026-06-17
WRFK,600518,5493063132285379,5493018215694152,SYNTH FUND WRFK,1B,Y,,2026-06-17
QQUD,600519,5493062049503015,5493048334675497,SYNTH FUND QQUD,1A,Y,,2026-06-17
XRGP,600520,5493057995659385,5493066690662613,SYNTH FUND XRGP,1A,Y,,2026-06-17
FJAG,600521,,5493045620878197,SYNTH FUND FJAG,1B,Y,,2026-06-17
JEKR,600522,5493052694619207,5493093121011989,SYNTH FUND JEKR,3A,N,,2026-06-17
WZIB,600523,5493080380684433,5493033738983432,SYNTH FUND WZIB,2B,N,,2026-06-17
VJVY,600524,5493086092745898,5493051488566764,SYNTH FUND VJVY,2A,Y,,2026-06-17
WXPR,600525,5493024983389498,5493018469217840,SYNTH FUND WXPR,1B,Y,,2026-06-17
MLHO,600526,5493093809253340,5493091504984620,SYNTH FUND MLHO,,Y,,2026-06-17
GQXO,600527,5493047927857526,5493018949632116,SYNTH FUND GQXO,1B,N,,2026-06-17
FDCP,600528,5493098960737429,5493079034662277,SYNTH FUND FDCP,2A,N,,2026-06-17
OHWA,600529,5493017020245958,5493023456973760,SYNTH FUND OHWA,,Y,,2026-06-17
OTHB,600530,5493082891276200,5493024729200545,SYNTH FUND OTHB,,Y,,2026-06-17
AQKA,600531,5493039399640772,5493013465967121,SYNTH FUND AQKA,,Y,,2026-06-17
UKFX,600532,5493084653652326,5493007759124274,SYNTH FUND UKFX,1A,N,,2026-06-17
JKFT,600533,5493066504481662,5493021867904387,SYNTH FUND JKFT,3A,Y,,2026-06-17
XDMT,600534,5493017449611570,5493017829591387,SYNTH FUND XDMT,,N,,2026-06-17
XLET,600535,5493096486239136,5493093535979469,SYNTH FUND XLET,1B,Y,,2026-06-17
JLZB,600536,5493039490481115,5493096303847729,SYNTH FUND JLZB,2A,N,,2026-06-17
GVVB,600537,5493023461520404,5493082520705186,SYNTH FUND GVVB,1B,Y,,2026-06-17
ICLR,600538,5493074392327919,5493040268911566,SYNTH FUND ICLR,1A,N,,2026-06-17
HAHE,600539,5493028698642799,5493027859079306,SYNTH FUND HAHE,1A,Y,,2026-06-17
ZVWT,600540,5493026076161986,5493062178578314,SYNTH FUND ZVWT,3A,N,,2026-06-17
CDYW,600541,5493012411468290,5493058505767391,SYNTH FUND CDYW,2B,N,,2026-06-17
ANFO,600542,5493043084584421,5493080327238809,SYNTH FUND ANFO,1A,N,,2026-06-17
XBRT,600543,5493041472915579,5493051187461292,SYNTH FUND XBRT,,N,,2026-06-17
FBLX,600544,5493030273614389,5493084270197655,SYNTH FUND FBLX,,N,,2026-06-17
KUFK,600545,5493050238973864,5493071146120816,SYNTH FUND KUFK,3A,N,,2026-06-17
AQQZ,600546,5493099248012590,5493042755282453,SYNTH FUND AQQZ,1A,N,,2026-06-17
OFPS,600547,5493077122173123,5493083447389725,SYNTH FUND OFPS,,Y,,2026-06-17
KVHR,600548,5493052436337898,5493036412624101,SYNTH FUND KVHR,2B,N,,2026-06-17
VOHW,600549,5493073557200402,5493048988842001,SYNTH FUND VOHW,3A,Y,,2026-06-17
PELE,600550,5493053383000178,5493018882497868,SYNTH FUND PELE,1B,N,,2026-06-17
ZSGH,600551,,5493003910884873,SYNTH FUND ZSGH,3A,Y,,2026-06-17
PCZN,600552,5493051136536110,,SYNTH FUND PCZN,3A,N,,2026-06-17
YTQY,600553,,5493026744031459,SYNTH FUND YTQY,1A,Y,,2026-06-17
GNPT,600554,5493030235285718,5493046946978911,SYNTH FUND GNPT,1A,Y,,2026-06-17
XDMI,600555,5493078327826724,5493057434385646,SYNTH FUND XDMI,3A,Y,,2026-06-17
WGHF,600556,,5493048733919782,SYNTH FUND WGHF,,N,,2026-06-17
