issuer,description,maturity_date,classification,rating,clean_price,coupon_accrual,factor,dirty_price,valuation_date,lock_up_margin,par_amount,booking_currency,booking_market_value,booking_collateral_value,haircut,internal_policy_reuse,reporting_currency,reported_market_value,reported_collateral_value,issue_date,agreement_ext_id,additional_info_1,additional_info_2,additional_info_3,additional_info_4,notation,region,group,counterparty_contact,telephone_number,fax_number,email_address,custodian,fx_rate,margin_type,asset_notes1,asset_notes2,asset_notes3,base_ccy,base_market_value,base_adjusted_collateral_value,cpty_country_of_risk,instrument_id_type,prc_payment_instruction_bucket,cpty_payment_instruction_bucket,segregation,segregation_type,gross_calc,issuer_country_of_risk,prc_account_number,prc_beneficiary_bank,prc_ultimate_custodian_code,prc_ultimate_custodian,cpty_account_number,cpty_beneficiary_bank,cpty_ultimate_custodian_code,cpty_ultimate_custodian,agreement,agreement_category,agreement_name,asset_class,asset_owner,asset_type,booking_type,business_line,ccp,cqs,collateral_status,counterparty,counterparty_lei,counterpartycode,counterpartywithcpcode,cpty_petrid,cpty_jurisdiction,cpty_cif_number,cpty_internal_flag,cpty_internal_rating,cpty_bloomberg_ticker,cpty_bloomberg_company_id,im_rehypothecation_rights,instrument_id,issue_country_of_risk,issuer_code,issuer_long_name,issuer_rating,linkage_set,market,model,pd,position,prc_petrid,prc_jurisdiction,prc_cif_number,prc_internal_flag,prc_bloomberg_ticker,prc_bloomberg_company_id,price_factor,price_source,principal,principal_lei,principalcode,rehypothecated,rehypothecation_rights,rescued_data,reporting_date,usd_to_cad_rate
Canada ISSUER,Canada Mortgage Bonds 8.16,2045-04-21,,MOODYS LT:A3 SP LT:AA-,97.21,,,93.35,2026-06-03,,4100000.0,CAD,3730618.69,4018000.0,0.02,,USD,4100000.0,4018000.0,,3390,,,,,,TDBK,,,,,,BNY MELLON,0.96,IM,,,,CAD,5535000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DE1FA7C2RJNK,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Government ISSUER,Government of Canada Bond 7.50,2037-09-19,,MOODYS LT:A3 SP LT:AA-,93.29,,,92.69,2026-06-17,,1700000.0,CAD,1722146.98,1674500.0,0.015,,USD,1700000.0,1674500.0,,0995,,,,,,TDBK,,,,,,STATE STREET,1.22,Not-Net,,,,CAD,2295000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,DEQBRBEB8Q5D,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
German ISSUER,German Government Note 5.34,2027-05-12,,MOODYS LT:A3 SP LT:AA-,89.7,,,100.31,2026-06-03,,2600000.0,EUR,2558810.97,2496000.0,0.04,,USD,2600000.0,2496000.0,,K1908,,,,,,TDBK,,,,,,STATE STREET,1.21,VM,,,,CAD,3510000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Sovereign,,German Government Note,VM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,USBPH0H0J0LB,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Canada ISSUER,Canada Mortgage Bonds 2.20,2027-07-19,,MOODYS LT:A3 SP LT:AA-,98.88,,,100.56,2026-06-10,,3800000.0,CAD,3511942.57,3724000.0,0.02,,USD,3800000.0,3724000.0,,4117,,,,,,TDBK,,,,,,BNY MELLON,1.28,Not-Net,,,,CAD,5130000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,In Transit,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DECHPG1LP5K7,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 8.45,2033-08-21,,MOODYS LT:A3 SP LT:AA-,97.52,,,94.96,2026-07-01,,3600000.0,CAD,3569278.33,3456000.0,0.04,,USD,3600000.0,3456000.0,,7265,,,,,,TDBK,,,,,,STATE STREET,1.35,Not-Net,,,,CAD,4860000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,DE93L4LB8GPN,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
US ISSUER,US Treasury 3.51,2045-05-22,,MOODYS LT:A3 SP LT:AA-,91.72,,,95.4,2026-06-03,,2000000.0,USD,1997971.47,1980000.0,0.01,,USD,2000000.0,1980000.0,,2077,,,,,,TDBK,,,,,,STATE STREET,0.79,IM,,,,CAD,2700000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Sovereign,,US Treasury,VM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USLPB1807PLQ,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
CAD ISSUER,CAD CASH 3.83,2039-09-23,,MOODYS LT:A3 SP LT:AA-,99.7,,,99.1,2026-06-17,,3900000.0,CAD,3775802.31,3900000.0,0.0,,USD,3900000.0,3900000.0,,0194,,,,,,TDBK,,,,,,BNY MELLON,1.13,IM,,,,CAD,5265000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_IMC_CSA,,TDBK_MSIL_REG_IMC_CSA,Cash,,CAD CASH,IM,OTC,,,Settled,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,ILHLE0H6NFHH,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Canada ISSUER,Canada Mortgage Bonds 3.25,2037-02-03,,MOODYS LT:A3 SP LT:AA-,96.53,,,91.5,2026-06-17,,1600000.0,CAD,1588331.78,1568000.0,0.02,,USD,1600000.0,1568000.0,,K2633,,,,,,TDBK,,,,,,BNY MELLON,0.91,VM,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,DEQF005389HG,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Common Stock 3.96,2028-01-19,,MOODYS LT:A3 SP LT:AA-,97.96,,,90.85,2026-07-01,,1100000.0,USD,995577.66,935000.0,0.15,,USD,1100000.0,935000.0,,4732,,,,,,TDBK,,,,,,STATE STREET,1.27,Not-Net,,,,CAD,1485000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Corporate,,US Common Stock,VM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,IL196E0P2R80,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Canada ISSUER,Canada Mortgage Bonds 3.89,2036-03-05,,MOODYS LT:A3 SP LT:AA-,100.34,,,88.23,2026-07-01,,4800000.0,CAD,4632994.27,4704000.0,0.02,,USD,4800000.0,4704000.0,,7428,,,,,,TDBK,,,,,,BNY MELLON,1.33,VM,,,,CAD,6480000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_VM_CSA,,TDBK_MSIL_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DEGRL953Q7DG,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
US ISSUER,US Treasury 6.02,2029-04-09,,MOODYS LT:A3 SP LT:AA-,88.38,,,93.86,2026-06-24,,2700000.0,USD,2599256.02,2673000.0,0.01,,USD,2700000.0,2673000.0,,6051,,,,,,TDBK,,,,,,STATE STREET,1.35,Not-Net,,,,CAD,3645000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_IMC_CSA,,TDBK_BANH_REG_IMC_CSA,Sovereign,,US Treasury,VM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,ILNJ9Q70R3CB,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
Ontario ISSUER,Ontario Provincial Bond 7.56,2035-01-08,,MOODYS LT:A3 SP LT:AA-,91.6,,,89.45,2026-06-24,,4300000.0,CAD,4197768.85,4128000.0,0.04,,USD,4300000.0,4128000.0,,K2970,,,,,,TDBK,,,,,,BNY MELLON,0.9,IM,,,,CAD,5805000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USJPDD68CR46,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Common Stock 1.26,2030-05-04,,MOODYS LT:A3 SP LT:AA-,94.65,,,89.96,2026-06-17,,1700000.0,USD,1550947.41,1445000.0,0.15,,USD,1700000.0,1445000.0,,A3088,,,,,,TDBK,,,,,,STATE STREET,1.38,IM,,,,CAD,2295000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Corporate,,US Common Stock,VM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,DE16066N1N8E,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Treasury 7.91,2037-06-07,,MOODYS LT:A3 SP LT:AA-,94.07,,,94.92,2026-06-03,,1800000.0,USD,1745879.28,1782000.0,0.01,,USD,1800000.0,1782000.0,,2073,,,,,,TDBK,,,,,,STATE STREET,0.7,Not-Net,,,,CAD,2430000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Sovereign,,US Treasury,VM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,CA6HGPMAJE7D,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Common Stock 7.16,2029-02-23,,MOODYS LT:A3 SP LT:AA-,100.57,,,89.63,2026-06-24,,2800000.0,USD,2590672.11,2380000.0,0.15,,USD,2800000.0,2380000.0,,0961,,,,,,TDBK,,,,,,BNY MELLON,0.85,Not-Net,,,,CAD,3780000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Corporate,,US Common Stock,IM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,DE7F7BAGG743,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
German ISSUER,German Government Note 6.25,2040-06-08,,MOODYS LT:A3 SP LT:AA-,97.2,,,96.86,2026-07-01,,2500000.0,EUR,2470499.55,2400000.0,0.04,,USD,2500000.0,2400000.0,,0861,,,,,,TDBK,,,,,,,0.71,IM,,,,CAD,3375000.0,,,ISIN,,,,,,,,,,,,,,,,,,Sovereign,,German Government Note,VM,OTC,,,In Transit,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,US5FB5540J4H,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
CAD ISSUER,CAD CASH 3.42,2036-12-28,,MOODYS LT:A3 SP LT:AA-,100.04,,,98.06,2026-06-24,,3200000.0,CAD,3233415.74,3200000.0,0.0,,USD,3200000.0,3200000.0,,K8151,,,,,,TDBK,,,,,,STATE STREET,1.11,VM,,,,CAD,4320000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_GENERAL_CSA,,TDBK_WH17_GENERAL_CSA,Cash,,CAD CASH,VM,OTC,,,In Transit,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,DEEKKJJ01EH5,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
Government ISSUER,Government of Canada Bond 2.47,2027-12-10,,MOODYS LT:A3 SP LT:AA-,95.23,,,100.21,2026-06-10,,1500000.0,CAD,1479500.28,1477500.0,0.015,,USD,1500000.0,1477500.0,,0597,,,,,,TDBK,,,,,,BNY MELLON,1.39,IM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,IL20G493J2DB,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
German ISSUER,German Government Note 2.56,2043-01-06,,MOODYS LT:A3 SP LT:AA-,95.03,,,93.62,2026-06-24,,3800000.0,EUR,3582907.82,3648000.0,0.04,,USD,3800000.0,3648000.0,,0144,,,,,,TDBK,,,,,,STATE STREET,1.23,IM,,,,CAD,5130000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Sovereign,,German Government Note,IM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CA92AE74687E,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Common Stock 6.71,2034-06-13,,MOODYS LT:A3 SP LT:AA-,96.9,,,93.77,2026-06-03,,2700000.0,USD,2511759.0,2295000.0,0.15,,USD,2700000.0,2295000.0,,1304,,,,,,TDBK,,,,,,BNY MELLON,0.84,IM,,,,CAD,3645000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Corporate,,US Common Stock,VM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,DE72FEMRCMC3,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Ontario ISSUER,Ontario Provincial Bond 2.91,2038-01-25,,MOODYS LT:A3 SP LT:AA-,97.89,,,97.5,2026-06-17,,4600000.0,CAD,4555530.06,4416000.0,0.04,,USD,4600000.0,4416000.0,,6111,,,,,,TDBK,,,,,,STATE STREET,0.77,Not-Net,,,,CAD,6210000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_IMC_CSA,,TDBK_MSIL_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,USJMNJ9HK7BL,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Canada ISSUER,Canada Mortgage Bonds 5.42,2030-11-23,,MOODYS LT:A3 SP LT:AA-,93.97,,,99.15,2026-06-17,,2700000.0,CAD,2831064.75,2646000.0,0.02,,USD,2700000.0,2646000.0,,0208,,,,,,TDBK,,,,,,STATE STREET,1.01,IM,,,,CAD,3645000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_GENERAL_CSA,,TDBK_SWCD_GENERAL_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,IL8E755860NJ,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
CAD ISSUER,CAD CASH 4.91,2030-09-12,,MOODYS LT:A3 SP LT:AA-,90.45,,,94.04,2026-06-10,,5000000.0,CAD,4789542.07,5000000.0,0.0,,USD,5000000.0,5000000.0,,0908,,,,,,TDBK,,,,,,BNY MELLON,0.84,VM,,,,CAD,6750000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_VM_CSA,,TDBK_CITI_REG_VM_CSA,Cash,,CAD CASH,VM,OTC,,,Pending,CITIBANK NA,,CITI,,600108,,,,,,,,CA9RP576CPN9,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Corporate 1.67,2034-12-20,,MOODYS LT:A3 SP LT:AA-,97.64,,,98.33,2026-06-10,,2100000.0,USD,2054356.85,1932000.0,0.08,,USD,2100000.0,1932000.0,,0470,,,,,,TDBK,,,,,,BNY MELLON,1.07,IM,,,,CAD,2835000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Corporate,,US Corporate,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,USCNK02M6DA6,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 8.68,2033-09-10,,MOODYS LT:A3 SP LT:AA-,90.91,,,99.23,2026-06-10,,1800000.0,CAD,1810070.73,1728000.0,0.04,,USD,1800000.0,1728000.0,,A6149,,,,,,TDBK,,,,,,STATE STREET,1.06,IM,,,,CAD,2430000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,ILKRN12G88P6,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 7.79,2027-01-05,,MOODYS LT:A3 SP LT:AA-,97.11,,,90.77,2026-06-10,,2900000.0,CAD,2766628.84,2784000.0,0.04,,USD,2900000.0,2784000.0,,0333,,,,,,TDBK,,,,,,STATE STREET,0.85,IM,,,,CAD,3915000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,ILN9G9F36BE8,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 2.52,2039-05-01,,MOODYS LT:A3 SP LT:AA-,94.81,,,96.51,2026-06-10,,800000.0,CAD,740412.27,768000.0,0.04,,USD,800000.0,768000.0,,4545,,,,,,TDBK,,,,,,STATE STREET,1.03,Not-Net,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,Pending,SWISS LIFE AG,,SWCD,,600105,,,,,,,,DEDA871L6LC7,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
CAD ISSUER,CAD CASH 7.74,2042-11-25,,MOODYS LT:A3 SP LT:AA-,89.31,,,100.22,2026-07-01,,800000.0,CAD,778534.25,800000.0,0.0,,USD,800000.0,800000.0,,7229,,,,,,TDBK,,,,,,,0.75,VM,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Cash,,CAD CASH,VM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,IL20J0B5KFQ7,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
CAD ISSUER,CAD CASH 7.69,2045-10-02,,MOODYS LT:A3 SP LT:AA-,91.99,,,98.32,2026-06-24,,4600000.0,CAD,4709783.36,4600000.0,0.0,,USD,4600000.0,4600000.0,,8393,,,,,,TDBK,,,,,,,1.37,VM,,,,CAD,6210000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_GENERAL_CSA,,TDBK_BIMC_GENERAL_CSA,Cash,,CAD CASH,IM,OTC,,,In Transit,BIMCOR INC,,BIMC,,600110,,,,,,,,IL61KH68MCFB,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
Ontario ISSUER,Ontario Provincial Bond 9.20,2035-07-09,,MOODYS LT:A3 SP LT:AA-,99.65,,,95.79,2026-06-10,,1600000.0,CAD,1449561.73,1536000.0,0.04,,USD,1600000.0,1536000.0,,0791,,,,,,TDBK,,,,,,BNY MELLON,1.17,Not-Net,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILRKPL52RR9F,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
German ISSUER,German Government Note 2.99,2035-08-15,,MOODYS LT:A3 SP LT:AA-,93.31,,,91.18,2026-07-01,,3200000.0,EUR,3135254.23,3072000.0,0.04,,USD,3200000.0,3072000.0,,9226,,,,,,TDBK,,,,,,BNY MELLON,1.34,VM,,,,CAD,4320000.0,,,ISIN,,,,,,,,,,,,,,,,,,Sovereign,,German Government Note,VM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CAQ59R8KBAK3,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
USD ISSUER,USD CASH 2.62,2032-12-10,,MOODYS LT:A3 SP LT:AA-,95.63,,,97.62,2026-06-17,,1500000.0,USD,1542897.4,1500000.0,0.0,,USD,1500000.0,1500000.0,,0899,,,,,,TDBK,,,,,,STATE STREET,1.28,IM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Cash,,USD CASH,IM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,DELNRJ7CD189,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
US ISSUER,US Corporate 1.04,2027-01-05,,MOODYS LT:A3 SP LT:AA-,88.35,,,89.4,2026-06-24,,3100000.0,USD,3049657.02,2852000.0,0.08,,USD,3100000.0,2852000.0,,0141,,,,,,TDBK,,,,,,BNY MELLON,0.8,VM,,,,CAD,4185000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_IMC_CSA,,TDBK_SWCD_REG_IMC_CSA,Corporate,,US Corporate,VM,OTC,,,Settled,SWISS LIFE AG,,SWCD,,600105,,,,,,,,DE7C58MN1NFN,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
CAD ISSUER,CAD CASH 2.17,2045-11-05,,MOODYS LT:A3 SP LT:AA-,92.3,,,92.0,2026-07-01,,3400000.0,CAD,3083501.56,3400000.0,0.0,,USD,3400000.0,3400000.0,,0142,,,,,,TDBK,,,,,,STATE STREET,1.29,Not-Net,,,,CAD,4590000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_VM_CSA,,TDBK_MSIL_REG_VM_CSA,Cash,,CAD CASH,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,US35HR0LL8PC,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
CAD ISSUER,CAD CASH 4.43,2031-06-10,,MOODYS LT:A3 SP LT:AA-,100.5,,,98.18,2026-06-17,,300000.0,CAD,300580.35,300000.0,0.0,,USD,300000.0,300000.0,,K2736,,,,,,TDBK,,,,,,,0.99,VM,,,,CAD,405000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Cash,,CAD CASH,VM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILBK6LCBRQAA,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 8.05,2045-10-06,,MOODYS LT:A3 SP LT:AA-,93.55,,,90.31,2026-06-10,,400000.0,USD,406470.76,368000.0,0.08,,USD,400000.0,368000.0,,A7510,,,,,,TDBK,,,,,,BNY MELLON,0.76,Not-Net,,,,CAD,540000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Corporate,,US Corporate,VM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,DE6P37E516LP,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
USD ISSUER,USD CASH 7.15,2027-01-12,,MOODYS LT:A3 SP LT:AA-,97.59,,,92.77,2026-06-24,,1000000.0,USD,1024584.92,1000000.0,0.0,,USD,1000000.0,1000000.0,,0365,,,,,,TDBK,,,,,,,1.11,Not-Net,,,,CAD,1350000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_GENERAL_CSA,,TDBK_WH17_GENERAL_CSA,Cash,,USD CASH,IM,OTC,,,Pending,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,US30RCQA56RL,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Corporate 6.21,2043-03-15,,MOODYS LT:A3 SP LT:AA-,93.94,,,95.11,2026-06-24,,2300000.0,USD,2238993.2,2116000.0,0.08,,USD,2300000.0,2116000.0,,0726,,,,,,TDBK,,,,,,BNY MELLON,1.05,Not-Net,,,,CAD,3105000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_GENERAL_CSA,,TDBK_SWCD_GENERAL_CSA,Corporate,,US Corporate,VM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,US6KQC084016,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
