trade_identifier_party_a,trade_identifier_2_party_a,trade_date,effective_date,maturity_date,party_a_branch_name,party_b_branch_name,strike_price,buy_or_sell,put_or_call,exchanged_notional_1_amount,exchanged_notional_1_currency,exchanged_notional_2_amount,exchanged_notional_2_currency,valuation_base_currency,valuation_date,underlying,external_id,valuation_base_currency_amount_t_1,margin_type,settlement_date,agreement_name,ims_portfolio,ims_desk,model,pai,pai_rate,source_system,product_type,trade_identifier_party_b,applicable_agreements,rescued_data,reporting_date
96007574,,2025-10-28,2026-12-20,2031-12-16,TDBK,CENTRAL 1 CREDIT UNION,,Buy,Put,450000000.0,GBP,,,USD,2026-07-01,FX/IR,2795,1700000.0,IM,2026-09-06,TDBK_BCCU_REG_VM_CSA,PB,RATES,,6619.42,,CALYPSOCPG,Credit Default Swap,,2795:REG_VM|7583:REG_IMC,,2026-06-24
54719361,,2026-04-23,2026-06-15,2031-08-02,TDBK,BANK OF NOVA SCOTIA,102.21,Buy,Call,311000000.0,CAD,,,USD,2026-07-01,FX/IR,K9768,-200000.0,Net,2026-08-25,TDBK_BNSC_REG_VM_CSA,,RATES,SIMM,-8596.13,0.0026202,CALYPSOCPG,IR Swap,,K9768:REG_VM|7536:REG_IMC,,2026-06-17
23153840,,2024-02-14,2025-01-20,2026-01-25,TDBK,BANK OF NOVA SCOTIA,109.0,Buy,Put,329000000.0,GBP,,,USD,2026-07-01,FX/IR,9912,400000.0,Net,2026-01-16,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,-4510.93,0.03664403,CALYPSOCPG,Credit Default Swap,,9912:REG_VM|7734:REG_IMC,,2026-06-24
90520433,,2026-12-11,2026-11-04,2028-05-09,TDBK,BIMCOR INC,91.6,Buy,Call,280000000.0,GBP,,,USD,2026-07-01,FX/IR,9655,1900000.0,Net,2026-07-07,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,-4707.87,0.01530242,DARWIN,Swaption,,9655:REG_VM|7535:REG_IMC,,2026-07-01
78131235,,2025-03-02,2024-11-26,2027-03-08,TDBK,DEUTSCHE BANK A.G.,109.15,Sell,Put,212000000.0,EUR,,,USD,2026-07-01,,0659,1500000.0,VM,2026-08-01,TDBK_DBFR_REG_VM_CSA,PB,RATES,SIMM,-6433.52,0.01739015,SOPHIS,Equity Swap,,0659:REG_VM|7591:REG_IMC,,2026-06-17
88963405,,2025-10-27,2024-05-26,2027-05-11,TDBK,BANK OF NOVA SCOTIA,102.99,Buy,Call,393000000.0,GBP,,,USD,2026-07-01,,K4812,800000.0,IM,2026-05-28,TDBK_BNSC_GENERAL_CSA,PB,,SIMM,3880.16,0.00133396,SOPHIS,Equity Swap,,K4812:REG_VM|7766:REG_IMC,,2026-06-03
12113520,,2025-04-05,2025-03-16,2027-01-04,TDBK,BIMCOR INC,,Buy,,358000000.0,CAD,,,USD,2026-07-01,FX/IR,8852,1400000.0,IM,2026-06-12,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,2034.66,0.00012337,SOPHIS,Equity Swap,,8852:REG_VM|7875:REG_IMC,,2026-07-01
21106412,,2025-03-12,2024-07-24,2026-08-09,TDBK,SWISS LIFE AG,102.26,Buy,Call,328000000.0,GBP,,,USD,2026-07-01,FX/IR,9879,-100000.0,IM,2026-05-19,TDBK_SWCD_GENERAL_CSA,PB,RATES,SIMM,,0.04747703,SOPHIS,Equity Swap,,9879:REG_VM|7025:REG_IMC,,2026-07-01
26262439,,2024-02-11,2025-10-06,2027-07-24,TDBK,BANK OF NOVA SCOTIA,,Sell,,20000000.0,EUR,,,USD,2026-07-01,FX/IR,0354,500000.0,IM,2026-02-02,TDBK_BNSC_REG_IMC_CSA,PB,RATES,SIMM,-3501.98,0.00560598,DARWIN,Swaption,,0354:REG_VM|7512:REG_IMC,,2026-07-01
36952110,,2025-12-13,2024-05-17,2026-10-05,TDBK,BIMCOR INC,101.18,Sell,Put,88000000.0,CAD,,,USD,2026-07-01,FX/IR,7792,1500000.0,VM,2026-02-18,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,-8108.01,0.01764733,CALYPSOCPG,Credit Default Swap,,7792:REG_VM|7684:REG_IMC,,2026-06-24
55051423,,2026-12-09,2024-08-19,2026-03-22,TDBK,CITIBANK NA,91.77,Buy,,411000000.0,GBP,,,USD,2026-07-01,FX/IR,5874,2000000.0,Net,2026-03-23,TDBK_CITI_REG_VM_CSA,PB,RATES,SIMM,-6302.89,0.03539985,SOPHIS,Equity Swap,,5874:REG_VM|7686:REG_IMC,,2026-06-24
36808690,,2024-03-22,2025-06-13,2031-04-16,TDBK,DEUTSCHE BANK A.G.,,Buy,Put,157000000.0,GBP,,,USD,2026-07-01,FX/IR,5146,-100000.0,Net,2026-01-14,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,1709.27,0.04197303,CALYPSOCPG,IR Swap,,5146:REG_VM|7218:REG_IMC,,2026-06-24
20220374,,2026-09-18,2025-10-14,2031-10-14,TDBK,SWISS LIFE AG,,Buy,,220000000.0,USD,,,USD,2026-07-01,FX/IR,A9048,1700000.0,Net,2026-09-24,TDBK_SWCD_REG_IMC_CSA,PB,RATES,SIMM,-9297.66,0.03481194,MUREXFXO,FX Option,,A9048:REG_VM|7648:REG_IMC,,2026-06-17
71184665,,2026-10-19,2026-03-03,2031-06-13,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,Put,372000000.0,EUR,,,USD,2026-07-01,FX/IR,8566,2000000.0,VM,2026-11-19,,PB,RATES,,-5500.21,0.04018067,CALYPSOCPG,IR Swap,,8566:REG_VM|7600:REG_IMC,,2026-07-01
20286693,,2024-08-12,2024-02-21,2028-12-13,TDBK,DEUTSCHE BANK A.G.,100.05,Sell,Put,124000000.0,USD,,,USD,2026-07-01,FX/IR,0659,200000.0,VM,2026-04-25,TDBK_DBFR_REG_VM_CSA,PB,RATES,SIMM,-6170.54,0.03047044,CALYPSOCPG,IR Swap,,0659:REG_VM|7607:REG_IMC,,2026-06-17
17245923,,2024-11-08,2024-02-27,2030-08-07,TDBK,BANCO HABITAT,104.93,Sell,Call,387000000.0,USD,,,USD,2026-07-01,FX/IR,6902,900000.0,Net,2026-10-22,TDBK_BANH_REG_IMC_CSA,PB,RATES,SIMM,7194.33,0.04604747,CALYPSOCPG,IR Swap,,6902:REG_VM|7462:REG_IMC,,2026-06-10
37743611,,2026-07-22,2025-05-28,2031-09-24,TDBK,MORGAN STANLEY INTL,,Buy,,75000000.0,CAD,,,USD,2026-07-01,FX/IR,6888,1400000.0,VM,2026-12-09,,PB,RATES,SIMM,-8630.82,0.00012583,CALYPSOCPG,IR Swap,,6888:REG_VM|7280:REG_IMC,,2026-07-01
18430134,,2024-03-04,2025-06-03,2026-11-24,TDBK,BANK OF NOVA SCOTIA,96.97,Buy,Put,427000000.0,GBP,,,USD,2026-07-01,FX/IR,2307,1700000.0,IM,2026-04-14,TDBK_BNSC_GENERAL_CSA,,RATES,SIMM,-8766.94,0.0042843,CALYPSOCPG,Credit Default Swap,,2307:REG_VM|7669:REG_IMC,,2026-06-24
29945723,,2024-10-23,2026-10-28,2031-08-12,TDBK,BANCO HABITAT,108.18,Sell,Put,310000000.0,USD,,,USD,2026-07-01,FX/IR,1249,1900000.0,Net,2026-05-11,TDBK_BANH_REG_IMC_CSA,PB,RATES,SIMM,-1870.55,0.02669282,SOPHIS,Equity Swap,,1249:REG_VM|7250:REG_IMC,,2026-06-24
37322642,,2024-03-04,2024-03-20,2027-12-02,TDBK,BIMCOR INC,102.78,Sell,Put,214000000.0,CAD,,,USD,2026-07-01,FX/IR,4134,400000.0,Net,2026-04-14,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,9304.6,0.04146867,CALYPSOCPG,IR Swap,,4134:REG_VM|7031:REG_IMC,,2026-06-10
66624918,,2024-12-07,2026-03-23,2026-06-16,TDBK,DEUTSCHE BANK A.G.,,Sell,Call,290000000.0,EUR,,,USD,2026-07-01,FX/IR,0817,400000.0,IM,2026-02-06,TDBK_DBFR_REG_VM_CSA,PB,,SIMM,-3745.84,0.00017783,CALYPSOCPG,IR Swap,,0817:REG_VM|7629:REG_IMC,,2026-06-10
69030573,,2025-02-14,2026-03-23,2027-01-08,TDBK,MORGAN STANLEY INTL,93.54,Buy,,79000000.0,CAD,,,USD,2026-07-01,,0139,1800000.0,Net,2026-09-05,TDBK_MSIL_GENERAL_CSA,PB,,SIMM,-6481.88,0.04755153,SOPHIS,Equity Swap,,0139:REG_VM|7259:REG_IMC,,2026-06-17
84002765,,2026-08-06,2025-02-25,2027-10-03,TDBK,CITIBANK NA,,Sell,,64000000.0,GBP,,,USD,2026-07-01,FX/IR,2292,900000.0,Net,2026-05-17,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,-4854.27,0.01589671,SOPHIS,Equity Swap,,2292:REG_VM|7434:REG_IMC,,2026-07-01
51797898,,2024-02-16,2024-03-17,2030-02-06,TDBK,BIMCOR INC,,Sell,,219000000.0,CAD,,,USD,2026-07-01,FX/IR,5314,300000.0,Net,2026-06-09,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,-4981.99,0.02498436,DARWIN,Swaption,,5314:REG_VM|7916:REG_IMC,,2026-06-24
46134402,,2024-11-15,2025-10-10,2026-09-05,TDBK,BANK OF NOVA SCOTIA,,Buy,Call,460000000.0,USD,,,USD,2026-07-01,FX/IR,0369,800000.0,IM,2026-04-27,TDBK_BNSC_GENERAL_CSA,PB,,SIMM,-5790.95,0.02078945,SOPHIS,Equity Swap,,0369:REG_VM|7767:REG_IMC,,2026-07-01
47216438,,2025-04-13,2025-06-11,2026-07-28,TDBK,CITIBANK NA,,Buy,,358000000.0,GBP,,,USD,2026-07-01,FX/IR,6089,1200000.0,IM,2026-02-22,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,-3261.91,0.01483124,CALYPSOCPG,IR Swap,,6089:REG_VM|7480:REG_IMC,,2026-06-03
23543274,,2026-09-02,2026-12-28,2028-10-05,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,100.92,Buy,,383000000.0,CAD,,,USD,2026-07-01,FX/IR,A7293,-300000.0,VM,2026-09-11,TDBK_WH17_GENERAL_CSA,PB,RATES,SIMM,-4949.95,0.04539033,SOPHIS,Equity Swap,,A7293:REG_VM|7884:REG_IMC,,2026-06-03
32976218,,2025-10-01,2024-08-08,2028-09-05,TDBK,BANK OF NOVA SCOTIA,109.87,Buy,Call,153000000.0,USD,,,USD,2026-07-01,,K3906,1700000.0,Net,2026-06-01,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,4886.12,,CALYPSOCPG,Credit Default Swap,,K3906:REG_VM|7599:REG_IMC,,2026-06-24
54381852,,2025-06-22,2024-02-07,2027-02-02,TDBK,BIMCOR INC,107.31,Buy,Put,173000000.0,EUR,,,USD,2026-07-01,,3475,-200000.0,IM,2026-09-09,TDBK_BIMC_REG_VM_CSA,,RATES,SIMM,5286.22,,CALYPSOCPG,IR Swap,,3475:REG_VM|7299:REG_IMC,,2026-06-17
94938542,,2025-10-11,2025-11-09,2030-03-17,TDBK,CITIBANK NA,108.67,Buy,,79000000.0,GBP,,,USD,2026-07-01,,5204,1800000.0,IM,2026-01-12,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,-3038.66,0.03493878,SOPHIS,Equity Swap,,5204:REG_VM|7458:REG_IMC,,2026-06-24
81188136,,2025-12-22,2024-01-13,2030-02-24,TDBK,CENTRAL 1 CREDIT UNION,,Buy,,136000000.0,CAD,,,USD,2026-07-01,FX/IR,A2416,300000.0,VM,2026-01-27,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,-5268.66,0.01940809,CALYPSOCPG,Credit Default Swap,,A2416:REG_VM|7585:REG_IMC,,2026-07-01
96127872,,2025-11-17,2024-09-16,2027-11-19,TDBK,BANK OF NOVA SCOTIA,,Sell,Call,293000000.0,USD,,,USD,2026-07-01,FX/IR,A1264,-500000.0,Net,2026-10-27,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,-1990.47,0.04493469,SOPHIS,Equity Swap,,A1264:REG_VM|7967:REG_IMC,,2026-06-24
10509599,,2024-09-13,2024-04-15,2028-10-23,TDBK,BANCO HABITAT,,Buy,Call,419000000.0,EUR,,,USD,2026-07-01,FX/IR,0233,200000.0,Net,2026-08-12,TDBK_BANH_GENERAL_CSA,PB,RATES,SIMM,6358.53,0.02829085,CALYPSOCPG,IR Swap,,0233:REG_VM|7490:REG_IMC,,2026-07-01
15203202,,2026-09-20,2026-02-01,2029-08-22,TDBK,BANK OF NOVA SCOTIA,105.62,Buy,Put,50000000.0,EUR,,,USD,2026-07-01,FX/IR,7468,900000.0,IM,2026-11-23,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-4511.42,0.00032866,MUREXFXO,FX Option,,7468:REG_VM|7305:REG_IMC,,2026-06-03
74615323,,2024-06-20,2025-05-12,2031-05-17,TDBK,CENTRAL 1 CREDIT UNION,,Buy,Call,127000000.0,CAD,,,USD,2026-07-01,FX/IR,0113,1800000.0,IM,2026-05-24,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,-6822.78,0.01595552,CALYPSOCPG,Credit Default Swap,,0113:REG_VM|7566:REG_IMC,,2026-06-17
77070209,,2025-01-12,2026-03-01,2031-11-25,TDBK,DEUTSCHE BANK A.G.,,Buy,Put,15000000.0,EUR,,,USD,2026-07-01,FX/IR,5974,1700000.0,IM,2026-10-25,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,5043.76,0.00991746,SOPHIS,Equity Swap,,5974:REG_VM|7849:REG_IMC,,2026-06-10
47692607,,2025-08-20,2026-01-18,2029-04-19,TDBK,BANK OF NOVA SCOTIA,,Sell,,467000000.0,CAD,,,USD,2026-07-01,FX/IR,2307,700000.0,IM,2026-03-19,TDBK_BNSC_GENERAL_CSA,PB,,SIMM,2906.26,0.0175765,CALYPSOCPG,IR Swap,,2307:REG_VM|7845:REG_IMC,,2026-06-17
24739538,,2025-03-15,2026-01-20,2027-05-06,TDBK,BANK OF NOVA SCOTIA,102.14,Buy,,109000000.0,GBP,,,USD,2026-07-01,FX/IR,0259,-200000.0,IM,2026-08-12,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,8703.83,0.02879005,SOPHIS,Equity Swap,,0259:REG_VM|7419:REG_IMC,,2026-07-01
53548317,,2026-07-27,2026-05-12,2031-06-24,TDBK,DEUTSCHE BANK A.G.,,Sell,,409000000.0,GBP,,,USD,2026-07-01,FX/IR,K1973,-400000.0,VM,2026-07-28,TDBK_DBFR_REG_VM_CSA,PB,RATES,,7259.9,,CALYPSOCPG,Credit Default Swap,,K1973:REG_VM|7920:REG_IMC,,2026-06-17
75009630,,2025-11-07,2024-10-01,2029-07-24,TDBK,BANK OF NOVA SCOTIA,102.57,Sell,,245000000.0,GBP,,,USD,2026-07-01,,8173,500000.0,VM,2026-04-15,TDBK_BNSC_REG_IMC_CSA,PB,RATES,SIMM,9205.34,0.00015612,SOPHIS,Equity Swap,,8173:REG_VM|7473:REG_IMC,,2026-06-10
97710549,,2026-08-28,2025-08-01,2030-02-12,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Sell,,176000000.0,GBP,,,USD,2026-07-01,FX/IR,0958,-100000.0,Net,2026-06-02,TDBK_WH17_GENERAL_CSA,PB,RATES,SIMM,,0.02117666,MUREXFXO,FX Option,,0958:REG_VM|7708:REG_IMC,,2026-06-17
53468949,,2025-05-23,2026-05-24,2028-07-01,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,108.94,Buy,Call,412000000.0,EUR,,,USD,2026-07-01,FX/IR,A7763,500000.0,IM,2026-10-26,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,3881.42,0.04626716,MUREXFXO,FX Option,,A7763:REG_VM|7011:REG_IMC,,2026-06-24
20008982,,2026-06-27,2024-04-17,2026-11-20,TDBK,MORGAN STANLEY INTL,93.28,Sell,,41000000.0,CAD,,,USD,2026-07-01,FX/IR,0222,300000.0,Net,2026-07-01,TDBK_MSIL_GENERAL_CSA,,RATES,SIMM,3176.68,0.03414225,DARWIN,Swaption,,0222:REG_VM|7184:REG_IMC,,2026-06-17
21765884,,2025-01-22,2024-05-21,2028-06-25,TDBK,BANK OF NOVA SCOTIA,,Sell,,488000000.0,CAD,,,USD,2026-07-01,FX/IR,0183,2000000.0,IM,2026-11-26,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,8583.3,0.0426432,CALYPSOCPG,Credit Default Swap,,0183:REG_VM|7339:REG_IMC,,2026-06-17
48742001,,2025-04-14,2024-05-23,2029-09-06,TDBK,BANCO HABITAT,,Buy,,99000000.0,GBP,,,USD,2026-07-01,FX/IR,9678,200000.0,Net,2026-03-15,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,7118.72,,DARWIN,Swaption,,9678:REG_VM|7488:REG_IMC,,2026-06-17
14157850,,2026-11-04,2025-08-25,2031-06-01,TDBK,BANCO HABITAT,104.86,Sell,,455000000.0,EUR,,,USD,2026-07-01,FX/IR,4157,2000000.0,IM,2026-11-23,TDBK_BANH_GENERAL_CSA,PB,RATES,SIMM,7041.37,0.01471241,CALYPSOCPG,IR Swap,,4157:REG_VM|7976:REG_IMC,,2026-07-01
20308561,,2024-07-02,2025-02-16,2027-04-23,TDBK,BIMCOR INC,,Buy,,46000000.0,CAD,,,USD,2026-07-01,FX/IR,A264,1000000.0,IM,2026-07-03,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,4681.91,0.02956678,CALYPSOCPG,IR Swap,,A264:REG_VM|7293:REG_IMC,,2026-07-01
51349346,,2026-11-11,2024-12-16,2031-09-06,TDBK,BANK OF NOVA SCOTIA,,Buy,,148000000.0,EUR,,,USD,2026-07-01,FX/IR,K8180,1000000.0,IM,2026-10-28,,,RATES,SIMM,-8341.58,0.04883413,DARWIN,Swaption,,K8180:REG_VM|7343:REG_IMC,,2026-07-01
19666057,,2025-04-25,2024-06-17,2026-01-10,TDBK,BIMCOR INC,,Buy,,281000000.0,EUR,,,USD,2026-07-01,FX/IR,0212,500000.0,VM,2026-03-01,,PB,RATES,SIMM,6921.02,0.04818884,DARWIN,Swaption,,0212:REG_VM|7085:REG_IMC,,2026-07-01
94329211,,2024-02-27,2025-11-19,2029-03-23,TDBK,BANK OF NOVA SCOTIA,99.25,Buy,,107000000.0,CAD,,,USD,2026-07-01,FX/IR,2683,-300000.0,Net,2026-08-22,TDBK_BNSC_REG_IMC_CSA,PB,RATES,SIMM,5670.09,0.02774065,CALYPSOCPG,Credit Default Swap,,2683:REG_VM|7054:REG_IMC,,2026-06-17
77223800,,2026-02-04,2026-05-24,2030-10-26,TDBK,CENTRAL 1 CREDIT UNION,,Buy,,438000000.0,CAD,,,USD,2026-07-01,FX/IR,K1667,700000.0,IM,2026-05-18,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,-7015.58,0.01911853,CALYPSOCPG,IR Swap,,K1667:REG_VM|7599:REG_IMC,,2026-06-03
41082626,,2024-01-08,2026-10-07,2027-01-14,TDBK,BANK OF NOVA SCOTIA,97.62,Buy,,150000000.0,GBP,,,USD,2026-07-01,,A1603,700000.0,Net,2026-12-28,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-4579.74,0.02259169,MUREXFXO,FX Option,,A1603:REG_VM|7231:REG_IMC,,2026-06-03
30102358,,2024-05-08,2025-02-16,2026-11-14,TDBK,CITIBANK NA,91.77,Sell,Put,160000000.0,CAD,,,USD,2026-07-01,FX/IR,5204,1300000.0,Net,2026-08-24,TDBK_CITI_GENERAL_CSA,,,SIMM,-4537.26,0.00563619,DARWIN,Swaption,,5204:REG_VM|7566:REG_IMC,,2026-06-10
34284623,,2025-05-03,2026-08-14,2030-12-26,TDBK,BANCO HABITAT,94.63,Buy,,177000000.0,GBP,,,USD,2026-07-01,FX/IR,0455,1500000.0,IM,2026-12-07,TDBK_BANH_GENERAL_CSA,,RATES,SIMM,-7719.87,0.00205757,CALYPSOCPG,IR Swap,,0455:REG_VM|7245:REG_IMC,,2026-06-17
16224956,,2025-08-19,2025-05-24,2028-02-13,TDBK,BIMCOR INC,96.28,Buy,Call,389000000.0,USD,,,USD,2026-07-01,FX/IR,4249,1300000.0,Net,2026-05-18,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,-1076.57,0.02552539,DARWIN,Swaption,,4249:REG_VM|7856:REG_IMC,,2026-06-10
18862347,,2026-04-10,2024-09-13,2031-01-08,TDBK,BIMCOR INC,109.75,Sell,,494000000.0,GBP,,,USD,2026-07-01,FX/IR,4413,500000.0,Net,2026-07-17,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,6335.83,0.01997928,DARWIN,Swaption,,4413:REG_VM|7351:REG_IMC,,2026-06-10
92921425,,2025-03-21,2025-02-11,2031-06-26,TDBK,CITIBANK NA,,Buy,Put,198000000.0,GBP,,,USD,2026-07-01,FX/IR,8932,500000.0,VM,2026-07-26,,PB,RATES,SIMM,7950.46,0.02569753,CALYPSOCPG,Credit Default Swap,,8932:REG_VM|7789:REG_IMC,,2026-06-10
93711812,,2025-06-07,2025-07-22,2029-11-10,TDBK,DEUTSCHE BANK A.G.,98.5,Sell,,103000000.0,EUR,,,USD,2026-07-01,FX/IR,1419,-500000.0,IM,2026-05-21,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,890.25,0.0401112,CALYPSOCPG,IR Swap,,1419:REG_VM|7086:REG_IMC,,2026-06-17
64244327,,2025-06-04,2024-01-25,2029-07-12,TDBK,BIMCOR INC,109.11,Buy,,79000000.0,CAD,,,USD,2026-07-01,FX/IR,8852,1900000.0,VM,2026-09-05,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,-3117.64,0.00635835,SOPHIS,Equity Swap,,8852:REG_VM|7167:REG_IMC,,2026-06-24
10087391,,2025-06-05,2026-06-21,2026-04-10,TDBK,CENTRAL 1 CREDIT UNION,92.95,Sell,,184000000.0,EUR,,,USD,2026-07-01,FX/IR,2204,1300000.0,IM,2026-08-11,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,5635.78,0.04772939,CALYPSOCPG,IR Swap,,2204:REG_VM|7983:REG_IMC,,2026-06-17
99029233,,2025-10-15,2026-08-02,2026-09-03,TDBK,BANK OF NOVA SCOTIA,104.71,Buy,Put,87000000.0,GBP,,,USD,2026-07-01,FX/IR,K8180,1000000.0,VM,2026-12-13,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-3515.92,0.00748418,DARWIN,Swaption,,K8180:REG_VM|7129:REG_IMC,,2026-06-17
90619040,,2025-11-20,2025-04-26,2030-03-08,TDBK,BANCO HABITAT,103.78,Sell,,78000000.0,GBP,,,USD,2026-07-01,FX/IR,0608,500000.0,VM,2026-05-22,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,4600.92,0.04517668,SOPHIS,Equity Swap,,0608:REG_VM|7224:REG_IMC,,2026-06-10
84748885,,2024-03-13,2025-03-17,2026-02-22,TDBK,CENTRAL 1 CREDIT UNION,,Buy,,448000000.0,CAD,,,USD,2026-07-01,FX/IR,3516,1000000.0,Net,2026-02-17,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,-1936.89,0.04777715,CALYPSOCPG,IR Swap,,3516:REG_VM|7091:REG_IMC,,2026-06-24
76512587,,2024-10-28,2026-09-14,2029-06-25,TDBK,BANK OF NOVA SCOTIA,100.63,Sell,,388000000.0,GBP,,,USD,2026-07-01,FX/IR,K9005,-300000.0,IM,2026-04-05,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,2570.28,0.03827425,MUREXFXO,FX Option,,K9005:REG_VM|7655:REG_IMC,,2026-07-01
73324348,,2025-06-17,2026-02-04,2030-08-04,TDBK,CITIBANK NA,,Buy,,82000000.0,USD,,,USD,2026-07-01,FX/IR,K6413,1800000.0,VM,2026-04-28,TDBK_CITI_REG_IMC_CSA,PB,RATES,SIMM,2947.27,0.03317089,CALYPSOCPG,IR Swap,,K6413:REG_VM|7846:REG_IMC,,2026-07-01
11580718,,2024-11-07,2026-08-12,2030-04-05,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,107.66,Buy,,268000000.0,GBP,,,USD,2026-07-01,FX/IR,K8471,800000.0,IM,2026-05-14,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,4194.34,0.04228412,CALYPSOCPG,IR Swap,,K8471:REG_VM|7839:REG_IMC,,2026-06-24
47300265,,2025-05-12,2025-03-17,2030-06-05,TDBK,SWISS LIFE AG,95.18,Buy,Put,457000000.0,EUR,,,USD,2026-07-01,FX/IR,9687,400000.0,VM,2026-05-02,TDBK_SWCD_REG_VM_CSA,PB,RATES,SIMM,-7092.13,0.0201252,DARWIN,Swaption,,9687:REG_VM|7823:REG_IMC,,2026-06-03
73433700,,2024-11-21,2026-03-07,2026-05-10,TDBK,CENTRAL 1 CREDIT UNION,103.35,Buy,,92000000.0,USD,,,USD,2026-07-01,FX/IR,A2416,400000.0,VM,2026-07-24,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,3949.3,0.00935018,MUREXFXO,FX Option,,A2416:REG_VM|7761:REG_IMC,,2026-06-03
95904714,,2025-07-12,2025-08-19,2030-02-17,TDBK,BANCO HABITAT,102.81,Buy,,493000000.0,EUR,,,USD,2026-07-01,FX/IR,K1937,400000.0,VM,2026-06-01,TDBK_BANH_REG_VM_CSA,,,SIMM,9402.77,0.02009874,CALYPSOCPG,IR Swap,,K1937:REG_VM|7079:REG_IMC,,2026-06-10
40380025,,2026-03-14,2024-03-12,2029-03-14,TDBK,INVESTEC BANK LIMITED,96.45,Buy,,442000000.0,GBP,,,USD,2026-07-01,FX/IR,5824,1800000.0,IM,2026-10-12,TDBK_INBL_REG_VM_CSA,PB,RATES,SIMM,9505.57,0.04402268,DARWIN,Swaption,,5824:REG_VM|7902:REG_IMC,,2026-06-10
47103063,,2025-11-08,2025-01-12,2026-01-10,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,Put,114000000.0,CAD,,,USD,2026-07-01,FX/IR,0887,-200000.0,VM,2026-06-28,,,RATES,SIMM,-6327.55,0.03715719,DARWIN,Swaption,,0887:REG_VM|7733:REG_IMC,,2026-06-03
19869408,,2025-11-28,2025-03-08,2027-08-02,TDBK,INVESTEC BANK LIMITED,94.91,Sell,,63000000.0,EUR,,,USD,2026-07-01,FX/IR,2127,100000.0,Net,2026-11-07,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,,,CALYPSOCPG,IR Swap,,2127:REG_VM|7326:REG_IMC,,2026-06-03
46670109,,2026-02-19,2025-12-04,2030-06-26,TDBK,CITIBANK NA,103.59,Sell,,30000000.0,USD,,,USD,2026-07-01,FX/IR,8321,1500000.0,IM,2026-07-20,TDBK_CITI_GENERAL_CSA,PB,RATES,,-9796.3,0.03971839,CALYPSOCPG,IR Swap,,8321:REG_VM|7842:REG_IMC,,2026-06-10
32807111,,2026-10-25,2024-12-13,2031-05-07,TDBK,BANK OF NOVA SCOTIA,,Sell,,144000000.0,CAD,,,USD,2026-07-01,FX/IR,6650,-400000.0,VM,2026-08-20,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,-5858.08,0.04298198,MUREXFXO,FX Option,,6650:REG_VM|7745:REG_IMC,,2026-06-17
79810688,,2026-05-23,2025-06-03,2027-10-03,TDBK,BANK OF NOVA SCOTIA,,Sell,,271000000.0,USD,,,USD,2026-07-01,,K416,1400000.0,IM,2026-01-24,,PB,RATES,,8634.68,0.03052948,MUREXFXO,FX Option,,K416:REG_VM|7597:REG_IMC,,2026-06-03
